,team,conf,conf_rank,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score,year
1651,Yale,Ivy,3,0,0,1,1,76.22,18.55,2012
1652,Princeton,Ivy,4,0,0,1,1,75.12,10.24,2012
1653,Harvard,Ivy,5,0,0,0,0,73.33,6.67,2012
1654,Cornell,Ivy,6,0,0,0,0,73.33,6.67,2012
1655,Columbia,Ivy,7,0,0,0,0,76.67,6.67,2012
1656,South Carolina State,MEAC,1,0,1,2,3,78.64,58.91,2012
1657,Bethune-Cookman,MEAC,2,0,0,2,2,77.84,23.44,2012
1658,Hampton,MEAC,3,0,0,1,1,75.96,17.8,2012
1659,Delaware State,MEAC,4,0,0,1,1,80.48,10.48,2012
1660,Norfolk State,MEAC,5,0,0,0,0,76.36,6.36,2012
1661,North Carolina Central,MEAC,6,0,0,0,0,74.98,4.98,2012
1662,North Carolina A&T,MEAC,NA,NA,NA,NA,NA,0,0,2012
1663,Youngstown State,MVC,1,0,0,0,0,77.22,28.33,2012
1664,Northern Iowa,MVC,2,0,0,0,0,75.91,17.64,2012
1665,Southern Illinois,MVC,3,0,0,0,0,75.31,10.61,2012
1666,Western Illinois,MVC,4,0,0,1,1,80.55,10.55,2012
1667,South Dakota State,MVC,5,0,0,0,0,76.67,6.67,2012
1668,North Dakota State,MVC,NA,NA,NA,NA,NA,0,0,2012
1669,Illinois State,MVC,NA,NA,NA,NA,NA,0,0,2012
1670,Wagner,NEC,1,0,0,1,1,83.76,13.76,2012
1671,Monmouth,NEC,2,0,0,0,0,78.39,8.39,2012
1672,Duquesne,NEC,NA,NA,NA,NA,NA,0,0,2012
1673,Tennessee State,OVC,1,0,0,0,0,76.48,19.26,2012
1674,Southeast Missouri State,OVC,2,0,0,1,1,79.99,9.99,2012
1675,Eastern Kentucky,OVC,3,0,0,0,0,77.49,7.49,2012
1676,Eastern Illinois,OVC,NA,NA,NA,NA,NA,0,0,2012
1677,Lehigh,Patriot,1,0,0,1,1,80.54,10.54,2012
1678,Bucknell,Patriot,NA,NA,NA,NA,NA,0,0,2012
1679,Georgetown,Patriot,NA,NA,NA,NA,NA,0,0,2012
1680,Arkansas State,SBC,1,0,1,1,2,80.41,162.02,2012
1681,New Mexico State,SBC,2,0,1,6,7,78.39,120.43,2012
1682,Troy,SBC,3,0,0,5,5,76.69,111.64,2012
1683,Louisiana,SBC,4,0,0,2,2,76.24,97.59,2012
1684,Idaho,SBC,5,0,0,3,3,76.01,96.07,2012
1685,Texas State,SBC,6,0,0,4,4,79.96,94.09,2012
1686,South Alabama,SBC,7,0,0,4,4,77.89,93.33,2012
1687,Louisiana-Monroe,SBC,8,0,0,2,2,76.59,89.23,2012
1688,Appalachian State,SBC,9,0,0,2,2,79.52,46.27,2012
1689,Georgia State,SBC,10,0,0,2,2,77.16,28.35,2012
1690,Georgia Southern,SBC,11,0,0,2,2,82.59,25.1,2012
1691,McNeese State,SLC,1,0,0,1,1,80.62,21.19,2012
1692,Lamar,SLC,2,0,0,1,1,81.11,11.11,2012
1693,Central Arkansas,SLC,3,0,0,0,0,73.98,3.98,2012
1694,Southeastern Louisiana,SLC,NA,NA,NA,NA,NA,0,0,2012
1695,Chattanooga,Southern,1,0,0,1,1,80.48,10.48,2012
1696,Elon,Southern,2,0,0,0,0,76.67,6.67,2012
1697,Western Carolina,Southern,3,0,0,0,0,74.98,4.98,2012
1698,The Citadel,Southern,4,0,0,0,0,74.31,4.31,2012
1699,Furman,Southern,5,0,0,0,0,73.31,3.31,2012
1700,Samford,Southern,NA,0,0,0,0,70,0,2012
1701,Texas Southern,SW-AC,1,0,0,1,1,79.93,9.93,2012
1702,Grambling State,SW-AC,2,0,0,0,0,76.67,6.67,2012
1703,Alabama State,SW-AC,NA,NA,NA,NA,NA,0,0,2012
1704,Prairie View A&M,SW-AC,NA,NA,NA,NA,NA,0,0,2012
1705,Alcorn State,SW-AC,NA,NA,NA,NA,NA,0,0,2012
1706,Florida State,ACC,1,2,8,1,11,89.16,262.69,2013
1707,Miami,ACC,2,0,1,9,10,88.4,249.66,2013
1708,Clemson,ACC,3,1,1,1,3,88.46,249.66,2013
1709,Virginia Tech,ACC,4,1,4,1,6,87.7,223.82,2013
1710,North Carolina,ACC,5,0,4,1,5,86.88,206.42,2013
1711,Virginia,ACC,6,0,2,1,3,85.6,201.88,2013
1712,Pittsburgh,ACC,7,0,3,2,5,84.11,196.04,2013
1713,Louisville,ACC,8,0,3,1,4,85.89,194.03,2013
1714,N.C. State,ACC,9,0,0,2,2,82.49,166.04,2013
1715,Wake Forest,ACC,10,0,0,1,1,81,153,2013
1716,Georgia Tech,ACC,11,0,1,1,2,83.56,149.34,2013
1717,Duke,ACC,12,0,0,1,1,81.81,148.96,2013
1718,Syracuse,ACC,13,0,0,1,1,81.28,144.37,2013
1719,Boston College,ACC,14,0,0,1,1,80.98,126.19,2013
1720,Oklahoma,Big-12,1,1,7,1,9,87.74,241.93,2013
1721,Texas,Big-12,2,1,8,6,15,90.76,234.52,2013
1722,Baylor,Big-12,3,1,3,1,5,84.68,209.23,2013
1723,West Virginia,Big-12,4,0,1,2,3,84.87,201.03,2013
1724,Oklahoma State,Big-12,5,0,3,1,4,84.56,199.52,2013
1725,TCU,Big-12,6,0,1,1,2,84.57,194.83,2013
1726,Texas Tech,Big-12,7,0,1,2,3,83.36,182.16,2013
1727,Kansas,Big-12,8,0,1,2,3,82.67,180.28,2013
1728,Iowa State,Big-12,9,0,1,2,3,82.07,159.52,2013
1729,Kansas State,Big-12,10,0,0,1,1,82.11,158.71,2013
1730,Ohio State,Big-Ten,1,1,1,4,6,93.14,303.35,2013
1731,Michigan,Big-Ten,2,1,1,8,10,90.95,288.74,2013
1732,Nebraska,Big-Ten,3,0,7,1,8,86.75,220.72,2013
1733,Penn State,Big-Ten,4,1,3,1,5,86.2,195.7,2013
1734,Michigan State,Big-Ten,5,0,4,1,5,85.49,193.96,2013
1735,Maryland,Big-Ten,6,0,3,1,4,84.34,193.11,2013
1736,Wisconsin,Big-Ten,7,0,1,1,2,84.64,191.08,2013
1737,Indiana,Big-Ten,8,0,4,1,5,83.35,190.33,2013
1738,Rutgers,Big-Ten,9,0,1,2,3,84.04,180.79,2013
1739,Illinois,Big-Ten,10,0,1,2,3,82.94,176.35,2013
1740,Northwestern,Big-Ten,11,0,1,1,2,84.21,174.64,2013
1741,Iowa,Big-Ten,12,0,0,1,1,82.59,171.96,2013
1742,Purdue,Big-Ten,13,0,1,2,3,82.42,162.05,2013
1743,Minnesota,Big-Ten,14,0,0,1,1,82.53,152.11,2013
1744,UCLA,Pac-12,1,1,1,8,10,90.37,276.33,2013
1745,USC,Pac-12,2,4,8,0,12,96.37,256.44,2013
1746,Washington,Pac-12,3,0,7,1,8,87.22,234.2,2013
1747,Oregon,Pac-12,4,1,7,1,9,87.73,227.16,2013
1748,Arizona State,Pac-12,5,0,1,2,3,84.14,192.78,2013
1749,California,Pac-12,6,0,2,2,4,83.96,190.85,2013
1750,Arizona,Pac-12,7,0,1,2,3,83.07,188.91,2013
1751,Oregon State,Pac-12,8,0,1,2,3,83.8,186.6,2013
1752,Utah,Pac-12,9,0,0,2,2,83.2,181.27,2013
1753,Washington State,Pac-12,10,0,1,2,3,82.83,177.9,2013
1754,Stanford,Pac-12,11,0,4,8,12,87.8,175.38,2013
1755,Colorado,Pac-12,12,0,0,1,1,81.51,151.29,2013
1756,Alabama,SEC,1,6,1,8,15,93.25,319.5,2013
1757,Florida,SEC,2,2,1,1,4,90.74,291.89,2013
1758,LSU,SEC,3,0,1,8,9,91.03,281.05,2013
1759,Ole Miss,SEC,4,4,7,1,12,88.52,275.52,2013
1760,Texas A&M,SEC,5,1,1,1,3,89.21,267.75,2013
1761,Auburn,SEC,6,3,8,1,12,89.12,267.46,2013
1762,Georgia,SEC,7,0,1,1,2,88.51,260.38,2013
1763,South Carolina,SEC,8,0,4,1,5,87.98,224.01,2013
1764,Arkansas,SEC,9,0,4,1,5,84.95,216.6,2013
1765,Mississippi State,SEC,10,1,4,1,6,86.22,214.76,2013
1766,Tennessee,SEC,11,0,4,1,5,85.86,214.06,2013
1767,Vanderbilt,SEC,12,0,4,2,6,86.04,211.23,2013
1768,Kentucky,SEC,13,0,3,1,4,84.86,195.55,2013
1769,Missouri,SEC,14,0,2,1,3,84.97,189.91,2013
1770,USF,AAC,1,0,0,1,1,82.99,173.74,2013
1771,Houston,AAC,2,0,0,2,2,82.6,171.4,2013
1772,Cincinnati,AAC,3,0,1,1,2,82.4,162.33,2013
1773,Connecticut,AAC,4,0,0,1,1,81.32,160.61,2013
1774,SMU,AAC,5,0,0,1,1,80.47,148.4,2013
1775,East Carolina,AAC,6,0,0,1,1,79.53,146.66,2013
1776,Temple,AAC,7,0,0,8,8,78.88,140.29,2013
1777,UCF,AAC,8,0,0,1,1,81.04,139.32,2013
1778,Tulsa,AAC,9,0,0,1,1,80.05,138.11,2013
1779,Tulane,AAC,10,0,0,9,9,79.94,133.37,2013
1780,Memphis,AAC,11,0,0,7,7,77.45,123.56,2013
1781,Marshall,C-USA,1,0,2,1,3,82.07,170.81,2013
1782,Southern Miss,C-USA,2,0,0,1,1,79.63,136.46,2013
1783,Middle Tennessee State,C-USA,3,0,0,1,1,78.31,125.23,2013
1784,Louisiana Tech,C-USA,4,0,0,9,9,78.46,124.51,2013
1785,Rice,C-USA,5,0,0,9,9,79.74,123.22,2013
1786,Western Kentucky,C-USA,6,0,0,7,7,77.09,120.24,2013
1787,Florida Atlantic,C-USA,7,0,0,8,8,78.85,119.58,2013
1788,UAB,C-USA,8,0,0,4,4,77.66,118.27,2013
1789,UTSA,C-USA,9,0,0,5,5,78.09,108.72,2013
1790,Charlotte,C-USA,10,0,0,7,7,75.49,100.75,2013
1791,FIU,C-USA,11,0,0,2,2,77.25,98.08,2013
1792,North Texas,C-USA,12,0,0,3,3,76.88,93.6,2013
1793,UTEP,C-USA,13,0,0,2,2,76.48,88.53,2013
1794,Old Dominion,C-USA,14,0,0,3,3,74.08,87.47,2013
1795,Toledo,MAC,1,0,0,1,1,80.63,141.96,2013
1796,Bowling Green,MAC,2,0,0,9,9,79.28,131.36,2013
1797,Northern Illinois,MAC,3,0,0,5,5,76.48,108.89,2013
1798,Central Michigan,MAC,4,0,0,5,5,77.68,108.05,2013
1799,Ball State,MAC,5,0,0,5,5,78.14,107.69,2013
1800,Miami (OH),MAC,6,0,0,3,3,77.81,107.36,2013
1801,Western Michigan,MAC,7,0,0,6,6,77.74,106.64,2013
1802,Eastern Michigan,MAC,8,0,0,3,3,76.49,98.58,2013
1803,Akron,MAC,9,0,0,5,5,77.51,97.64,2013
1804,Ohio,MAC,10,0,0,2,2,77.17,96.79,2013
1805,Kent State,MAC,11,0,0,3,3,76.69,95.27,2013
1806,Buffalo,MAC,12,0,0,2,2,75.33,72.53,2013
1807,Boise State,M-West,1,0,0,2,2,83.13,173.51,2013
1808,San Diego State,M-West,2,0,0,1,1,80.85,151.17,2013
1809,Fresno State,M-West,3,0,0,1,1,80.13,142.76,2013
1810,Hawaii,M-West,4,0,0,1,1,79.86,139.5,2013
1811,Colorado State,M-West,5,0,0,1,1,79.63,132.61,2013
1812,Nevada,M-West,6,0,0,9,9,78.96,124.94,2013
1813,New Mexico,M-West,7,0,0,1,1,78.35,122.45,2013
1814,UNLV,M-West,8,0,0,6,6,78.27,117.06,2013
1815,Air Force,M-West,9,0,0,4,4,76.76,106.74,2013
1816,Utah State,M-West,10,0,0,5,5,76.85,105.41,2013
1817,Wyoming,M-West,11,0,0,3,3,77.9,101.61,2013
1818,San Jose State,M-West,12,0,0,2,2,76.26,83.62,2013
1819,Sacramento State,Big-Sky,1,0,0,3,3,80.49,31.16,2013
1820,Eastern Washington,Big-Sky,2,0,0,1,1,81.98,23.93,2013
1821,Montana State,Big-Sky,3,0,1,0,1,92.21,22.21,2013
1822,Northern Arizona,Big-Sky,4,0,0,0,0,77.3,21.71,2013
1823,Montana,Big-Sky,5,0,0,0,0,76.72,19.94,2013
1824,Northern Colorado,Big-Sky,6,0,0,0,0,78.16,16.28,2013
1825,Portland State,Big-Sky,7,0,0,0,0,76.81,6.81,2013
1826,Weber State,Big-Sky,8,0,0,0,0,76.67,6.67,2013
1827,Idaho State,Big-Sky,NA,NA,NA,NA,NA,0,0,2013
1828,Coastal Carolina,B-South,1,0,0,3,3,79.06,35.72,2013
1829,Stony Brook,B-South,2,0,0,1,1,79.89,19.72,2013
1830,Virginia Military Institute,B-South,3,0,0,0,0,76.98,13.93,2013
1831,Presbyterian,B-South,4,0,0,1,1,79.99,9.99,2013
1832,Gardner-Webb,B-South,5,0,0,0,0,75.98,5.98,2013
1833,Liberty,B-South,NA,NA,NA,NA,NA,0,0,2013
1834,Richmond,CAA,1,0,0,0,0,77.63,29.99,2013
1835,Delaware,CAA,2,0,0,2,2,79.63,28.63,2013
1836,Villanova,CAA,3,0,0,1,1,77.55,22.47,2013
1837,James Madison,CAA,4,0,0,1,1,83.66,13.66,2013
1838,William & Mary,CAA,5,0,0,1,1,81.99,11.99,2013
1839,Towson,CAA,6,0,0,0,0,74.98,9.94,2013
1840,Maine,CAA,7,0,0,0,0,77.32,7.32,2013
1841,Rhode Island,CAA,8,0,0,0,0,70,0,2013
1842,New Hampshire,CAA,NA,NA,NA,NA,NA,0,0,2013
1843,Yale,Ivy,1,0,0,3,3,79.45,70.19,2013
1844,Harvard,Ivy,2,0,0,1,1,77.83,51.51,2013
1845,Pennsylvania,Ivy,3,0,0,0,0,77.06,34.17,2013
1846,Brown,Ivy,4,0,0,1,1,81.99,11.99,2013
1847,Columbia,Ivy,5,0,0,1,1,80.79,10.79,2013
1848,Dartmouth,Ivy,6,0,0,0,0,71.65,3.31,2013
1849,Cornell,Ivy,NA,NA,NA,NA,NA,0,0,2013
1850,Princeton,Ivy,NA,NA,NA,NA,NA,0,0,2013
1851,South Carolina State,MEAC,1,0,0,2,2,78.83,50.71,2013
1852,Bethune-Cookman,MEAC,2,0,0,1,1,72.67,23.74,2013
1853,Florida A&M,MEAC,3,0,0,0,0,77.85,15.66,2013
1854,Morgan State,MEAC,NA,NA,NA,NA,NA,0,0,2013
1855,Howard,MEAC,NA,NA,NA,NA,NA,0,0,2013
1856,Indiana State,MVC,1,0,0,1,1,77.28,28.73,2013
1857,Southern Illinois,MVC,2,0,0,1,1,78.49,25.26,2013
1858,Illinois State,MVC,3,0,0,2,2,81.06,22.06,2013
1859,South Dakota State,MVC,4,0,0,1,1,80,10,2013
1860,Youngstown State,MVC,5,0,0,0,0,71.51,9.05,2013
1861,Northern Iowa,MVC,6,0,0,0,0,76.67,6.67,2013
1862,Western Illinois,MVC,7,0,0,0,0,76.67,6.67,2013
1863,North Dakota State,MVC,8,0,0,0,0,70,0,2013
1864,Missouri State,MVC,NA,NA,NA,NA,NA,0,0,2013
1865,Duquesne,NEC,1,0,0,1,1,78.6,25.58,2013
1866,Wagner,NEC,2,0,0,1,1,83.06,13.06,2013
1867,Robert Morris,NEC,3,0,0,0,0,70,0,2013
1868,Saint Francis (PA),NEC,NA,NA,NA,NA,NA,0,0,2013
1869,Bryant,NEC,NA,0,0,0,0,70,0,2013
1870,Monmouth,NEC,NA,NA,NA,NA,NA,0,0,2013
1871,Tennessee Tech,OVC,1,0,1,1,2,81.91,47.01,2013
1872,Jacksonville State,OVC,2,0,0,3,3,80.75,42.28,2013
1873,Murray State,OVC,3,0,0,0,0,76.83,33.47,2013
1874,Tennessee State,OVC,4,0,0,0,0,73.98,30.63,2013
1875,Austin Peay,OVC,5,0,0,1,1,80.53,21.02,2013
1876,Tennessee-Martin,OVC,6,0,0,0,0,78.82,8.82,2013
1877,Southeast Missouri State,OVC,7,0,0,0,0,76.67,6.67,2013
1878,Lehigh,Patriot,1,0,0,1,1,80.08,20.11,2013
1879,Colgate,Patriot,2,0,0,0,0,73.28,9.83,2013
1880,Fordham,Patriot,3,0,0,0,0,78.51,8.51,2013
1881,Bucknell,Patriot,4,0,0,0,0,73.9,7.79,2013
1882,Georgetown,Patriot,5,0,0,0,0,70,0,2013
1883,Louisiana,SBC,1,0,0,1,1,80.05,138.35,2013
1884,South Alabama,SBC,2,0,0,5,5,78.57,123.16,2013
1885,Texas State,SBC,3,0,0,5,5,78.71,120.48,2013
1886,Troy,SBC,4,0,0,6,6,77.18,114.51,2013
1887,Arkansas State,SBC,5,0,0,9,9,78.2,113.75,2013
1888,Georgia State,SBC,6,0,0,3,3,76.34,101.05,2013
1889,New Mexico State,SBC,7,0,0,3,3,76.68,92.08,2013
1890,Idaho,SBC,8,0,0,1,1,75.94,80.11,2013
1891,Appalachian State,SBC,9,0,0,3,3,75.79,78.64,2013
1892,Louisiana-Monroe,SBC,10,0,0,0,0,76.36,77.32,2013
1893,Georgia Southern,SBC,11,0,0,0,0,76.17,40.99,2013
1894,Central Arkansas,SLC,1,0,0,2,2,79.71,28.88,2013
1895,Stephen F. Austin,SLC,2,0,0,0,0,77.12,21.18,2013
1896,Sam Houston State,SLC,3,0,0,2,2,80.51,20.96,2013
1897,Sam Houston State,SLC,3,0,0,2,2,80.51,20.96,2013
1898,Southeastern Louisiana,SLC,4,0,0,1,1,78.63,17.21,2013
1899,McNeese State,SLC,5,0,0,0,0,75.42,16.23,2013
1900,Lamar,SLC,6,0,0,1,1,84.99,14.99,2013
1901,Abilene Christian,SLC,7,0,0,1,1,83.99,NA,2013
1902,Houston Baptist,SLC,8,0,0,0,0,76.33,12.64,2013
1903,Samford,Southern,1,0,0,1,1,78.05,46.1,2013
1904,Furman,Southern,2,0,0,0,0,76.41,37.08,2013
1905,Chattanooga,Southern,3,0,0,1,1,77.01,34.29,2013
1906,The Citadel,Southern,4,0,0,0,0,77.21,21.42,2013
1907,Wofford,Southern,5,0,0,0,0,76.15,18.4,2013
1908,Western Carolina,Southern,6,0,0,0,0,72.61,7.83,2013
1909,Elon,Southern,7,0,0,0,0,71.97,1.97,2013
1910,Mercer,Southern,NA,NA,NA,NA,NA,0,0,2013
1911,Jackson State,SW-AC,1,0,0,1,1,79.48,28.24,2013
1912,Alcorn State,SW-AC,2,0,0,2,2,76.61,26.36,2013
1913,Southern University,SW-AC,3,0,0,1,1,77.22,21.62,2013
1914,Alabama A&M,SW-AC,4,0,0,1,1,79.99,9.99,2013
1915,Alabama State,SW-AC,5,0,0,0,0,78.12,8.12,2013
1916,Grambling State,SW-AC,6,0,0,0,0,76.67,6.67,2013
1917,Texas Southern,SW-AC,7,0,0,0,0,73.33,3.33,2013
1918,Prairie View A&M,SW-AC,NA,0,0,0,0,70,0,2013
1919,Florida State,ACC,1,2,1,1,4,90.13,286.79,2014
1920,Miami,ACC,2,1,7,1,9,88.07,256.08,2014
1921,Clemson,ACC,3,0,1,9,10,88.69,240.73,2014
1922,Virginia Tech,ACC,4,0,4,2,6,85.99,217.39,2014
1923,North Carolina,ACC,5,0,3,1,4,86.28,213.58,2014
1924,Virginia,ACC,6,2,2,1,5,85.83,205.34,2014
1925,N.C. State,ACC,7,0,2,2,4,84.44,201.31,2014
1926,Pittsburgh,ACC,8,0,2,1,3,84.13,187.66,2014
1927,Louisville,ACC,9,0,0,2,2,83.96,183.64,2014
1928,Boston College,ACC,10,0,0,2,2,82.71,177.12,2014
1929,Syracuse,ACC,11,0,1,2,3,82.72,176.87,2014
1930,Georgia Tech,ACC,12,0,0,2,2,84.04,175.71,2014
1931,Duke,ACC,13,0,0,1,1,84.18,166.35,2014
1932,Wake Forest,ACC,14,0,0,2,2,81.8,160.4,2014
1933,Oklahoma,Big-12,1,1,8,1,10,87.3,248.94,2014
1934,Texas,Big-12,2,0,8,1,9,88.09,239.85,2014
1935,Baylor,Big-12,3,1,3,2,6,85.39,218.13,2014
1936,Oklahoma State,Big-12,4,0,5,2,7,85.91,217.59,2014
1937,West Virginia,Big-12,5,0,2,1,3,84.12,194.85,2014
1938,Texas Tech,Big-12,6,0,0,2,2,84.08,191.82,2014
1939,TCU,Big-12,7,0,1,2,3,83.07,188.64,2014
1940,Kansas State,Big-12,8,0,1,1,2,82.17,178.29,2014
1941,Kansas,Big-12,9,0,1,1,2,83.16,177.14,2014
1942,Iowa State,Big-12,10,0,1,2,3,82.64,171.65,2014
1943,Ohio State,Big-Ten,1,1,1,7,9,90.59,296.08,2014
1944,Michigan,Big-Ten,2,1,8,7,16,89.9,233.54,2014
1945,Penn State,Big-Ten,3,0,5,2,7,86.82,221.35,2014
1946,Michigan State,Big-Ten,4,1,3,1,5,86.78,217.62,2014
1947,Wisconsin,Big-Ten,5,0,3,2,5,84.78,205.44,2014
1948,Nebraska,Big-Ten,6,0,2,2,4,84.95,200.24,2014
1949,Maryland,Big-Ten,7,1,3,1,5,84.47,190.98,2014
1950,Northwestern,Big-Ten,8,0,4,9,13,85.79,182.68,2014
1951,Indiana,Big-Ten,9,0,1,2,3,82.35,180.46,2014
1952,Rutgers,Big-Ten,10,0,1,1,2,81.47,174.14,2014
1953,Minnesota,Big-Ten,11,0,1,1,2,83.1,172.32,2014
1954,Iowa,Big-Ten,12,0,0,1,1,83.64,171.84,2014
1955,Purdue,Big-Ten,13,0,0,1,1,82.45,156.02,2014
1956,Illinois,Big-Ten,14,0,0,1,1,82.25,153.35,2014
1957,USC,Pac-12,1,2,8,1,11,87.03,264.86,2014
1958,Stanford,Pac-12,2,1,7,1,9,89.37,250.05,2014
1959,UCLA,Pac-12,3,0,9,1,10,88.83,239.74,2014
1960,Oregon,Pac-12,4,0,7,1,8,87.87,232.44,2014
1961,Arizona State,Pac-12,5,0,8,1,9,86.22,223.19,2014
1962,Arizona,Pac-12,6,0,4,2,6,84.02,213.29,2014
1963,Washington,Pac-12,7,0,4,1,5,84.34,198.52,2014
1964,Washington State,Pac-12,8,0,0,2,2,83.28,176.62,2014
1965,California,Pac-12,9,0,1,1,2,83.5,174.52,2014
1966,Oregon State,Pac-12,10,0,0,2,2,81.7,166.96,2014
1967,Utah,Pac-12,11,0,1,1,2,83.05,160.67,2014
1968,Colorado,Pac-12,12,0,0,1,1,80.11,147.9,2014
1969,Alabama,SEC,1,6,1,4,11,93.65,319.71,2014
1970,LSU,SEC,2,4,1,9,14,91.25,299.29,2014
1971,Texas A&M,SEC,3,3,1,8,12,90.99,278.08,2014
1972,Auburn,SEC,4,2,1,1,4,88.78,277.12,2014
1973,Tennessee,SEC,5,0,1,1,2,89.5,274.77,2014
1974,Georgia,SEC,6,3,1,8,12,90.97,273.39,2014
1975,Florida,SEC,7,1,8,1,10,89.61,267.4,2014
1976,Ole Miss,SEC,8,0,6,1,7,87.42,241.12,2014
1977,South Carolina,SEC,9,0,1,1,2,88.87,239.33,2014
1978,Kentucky,SEC,10,0,6,2,8,86.83,225.4,2014
1979,Arkansas,SEC,11,0,4,2,6,85.8,215.5,2014
1980,Mississippi State,SEC,12,0,3,1,4,84.84,199.92,2014
1981,Missouri,SEC,13,0,3,2,5,84.54,198.53,2014
1982,Vanderbilt,SEC,14,0,2,1,3,83.37,183.05,2014
1983,USF,AAC,1,0,0,2,2,84.32,189.74,2014
1984,Cincinnati,AAC,2,0,0,1,1,81.25,161.43,2014
1985,UCF,AAC,3,0,1,1,2,83.18,159.55,2014
1986,Temple,AAC,4,0,0,1,1,80.35,156.27,2014
1987,Houston,AAC,5,0,0,1,1,80.9,144.26,2014
1988,East Carolina,AAC,6,0,0,1,1,79.6,136.87,2014
1989,Memphis,AAC,7,0,0,1,1,78.42,135.91,2014
1990,Tulsa,AAC,8,0,0,9,9,79.35,130.3,2014
1991,SMU,AAC,9,0,0,9,9,78.55,128.23,2014
1992,Tulane,AAC,10,0,0,8,8,79.3,118.86,2014
1993,Connecticut,AAC,11,0,0,4,4,77.91,98.31,2014
1994,Marshall,C-USA,1,0,1,1,2,80.17,165.64,2014
1995,Old Dominion,C-USA,2,0,0,1,1,78.13,136.07,2014
1996,Southern Miss,C-USA,3,0,0,9,9,78.11,125.74,2014
1997,Middle Tennessee State,C-USA,4,0,0,7,7,78.36,124.03,2014
1998,Western Kentucky,C-USA,5,0,0,9,9,78.05,121.12,2014
1999,Louisiana Tech,C-USA,6,0,0,7,7,78.82,119.17,2014
2000,Rice,C-USA,7,0,0,5,5,79.16,117.7,2014
2001,Florida Atlantic,C-USA,8,0,0,5,5,77.25,111.77,2014
2002,North Texas,C-USA,9,0,0,4,4,77.01,105,2014
2003,FIU,C-USA,10,0,0,2,2,76.89,100.66,2014
2004,UAB,C-USA,11,0,0,3,3,75.09,96.13,2014
2005,UTEP,C-USA,12,0,0,3,3,75.69,89.53,2014
2006,Charlotte,C-USA,13,0,0,3,3,75.81,89.2,2014
2007,UTSA,C-USA,14,0,0,1,1,76.73,81.73,2014
2008,Western Michigan,MAC,1,0,0,1,1,80.51,153.42,2014
2009,Toledo,MAC,2,0,0,7,7,78.13,115.38,2014
2010,Northern Illinois,MAC,3,0,0,4,4,75.43,109.52,2014
2011,Buffalo,MAC,4,0,0,6,6,77.75,108.06,2014
2012,Ball State,MAC,5,0,0,6,6,78.42,107.53,2014
2013,Ohio,MAC,6,0,0,5,5,76.52,105.12,2014
2014,Bowling Green,MAC,7,0,0,3,3,77.53,102.64,2014
2015,Akron,MAC,8,0,0,4,4,77.31,97.33,2014
2016,Central Michigan,MAC,9,0,0,3,3,77.35,91.2,2014
2017,Kent State,MAC,10,0,0,4,4,75.8,86.65,2014
2018,Eastern Michigan,MAC,11,0,0,3,3,75.94,84.89,2014
2019,Miami (OH),MAC,12,0,0,3,3,75.47,84.76,2014
2020,Boise State,M-West,1,0,1,1,2,81.8,163.09,2014
2021,San Diego State,M-West,2,0,0,1,1,79.8,147.92,2014
2022,Nevada,M-West,3,0,0,8,8,78.01,126.15,2014
2023,San Jose State,M-West,4,0,0,9,9,78.93,124.98,2014
2024,Fresno State,M-West,5,0,0,7,7,78.92,124.42,2014
2025,Colorado State,M-West,6,0,0,5,5,77.6,122.77,2014
2026,New Mexico,M-West,7,0,0,7,7,76.62,112.56,2014
2027,Hawaii,M-West,8,0,0,5,5,76.45,108.34,2014
2028,Utah State,M-West,9,0,0,4,4,75.53,97.8,2014
2029,Air Force,M-West,10,0,0,3,3,76.87,97.78,2014
2030,UNLV,M-West,11,0,0,3,3,76.75,91.15,2014
2031,Wyoming,M-West,12,0,0,1,1,75.99,80.87,2014
2032,Portland State,Big-Sky,1,0,0,2,2,77.2,63.88,2014
2033,Northern Arizona,Big-Sky,2,0,0,0,0,77.39,53.85,2014
2034,Northern Colorado,Big-Sky,3,0,0,0,0,76.9,20.55,2014
2035,Eastern Washington,Big-Sky,4,0,0,0,0,75.55,16.52,2014
2036,Idaho State,Big-Sky,5,0,0,0,0,76.67,13.29,2014
2037,Sacramento State,Big-Sky,6,0,0,0,0,76.67,6.67,2014
2038,Montana State,Big-Sky,7,0,0,0,0,73.32,6.64,2014
2039,Weber State,Big-Sky,NA,0,0,0,0,70,0,2014
2040,Montana,Big-Sky,NA,NA,NA,NA,NA,0,0,2014
2041,Charleston Southern,B-South,1,0,0,1,1,75.12,48.6,2014
2042,Stony Brook,B-South,2,0,0,1,1,77.19,35.51,2014
2043,Kennesaw State,B-South,3,0,0,2,2,73.71,32.95,2014
2044,Coastal Carolina,B-South,4,0,0,0,0,75.04,19.95,2014
2045,Presbyterian,B-South,5,0,0,0,0,74.22,12.63,2014
2046,Liberty,B-South,6,0,0,0,0,73.82,7.63,2014
2047,Gardner-Webb,B-South,NA,NA,NA,NA,NA,0,0,2014
2048,Virginia Military Institute,B-South,8,0,0,0,0,69.97,-0.09,2014
2049,Towson,CAA,1,0,0,2,2,74.37,21.77,2014
2050,Delaware,CAA,2,0,0,0,0,72.93,20.34,2014
2051,James Madison,CAA,3,0,0,1,1,74.05,20.2,2014
