"year","month","day","team","opponent","location","teamscore","oppscore","OT"
2018,2,10,"Boston U.","Ohio St.","V",9,15,NA
2018,2,20,"Boston U.","Dartmouth","H",10,4,NA
2018,2,24,"Boston U.","Navy","H",8,10,NA
2018,2,27,"Boston U.","Bryant","V",8,7,1
2018,3,3,"Boston U.","Air Force","V",15,9,NA
2018,3,10,"Boston U.","Colgate","H",9,16,NA
2018,3,17,"Boston U.","Bucknell","V",9,16,NA
2018,3,20,"Boston U.","Harvard","V",18,19,1
2018,3,24,"Boston U.","Lafayette","V",12,8,NA
2018,3,31,"Boston U.","Lehigh","H",NA,NA,NA
2018,4,7,"Boston U.","Army West Point","H",NA,NA,NA
2018,4,14,"Boston U.","Loyola Maryland","V",NA,NA,NA
2018,4,20,"Boston U.","Holy Cross","V",NA,NA,NA
2018,5,6,"Boston U.","Duke","V",NA,NA,NA
2018,2,17,"Brown","Quinnipiac","V",11,12,1
2018,2,24,"Brown","Stony Brook","V",18,11,NA
2018,3,3,"Brown","Rutgers","H",8,10,NA
2018,3,6,"Brown","Villanova","V",12,9,NA
2018,3,17,"Brown","Harvard","V",8,10,NA
2018,3,20,"Brown","Holy Cross","V",19,8,NA
2018,3,24,"Brown","Massachusetts","H",12,14,NA
2018,3,31,"Brown","Princeton","H",NA,NA,NA
2018,4,7,"Brown","Penn","V",NA,NA,NA
2018,4,14,"Brown","Yale","H",NA,NA,NA
2018,4,17,"Brown","Providence","H",NA,NA,NA
2018,4,21,"Brown","Cornell","V",NA,NA,NA
2018,4,24,"Brown","Bryant","H",NA,NA,NA
2018,4,28,"Brown","Dartmouth","H",NA,NA,NA
2018,2,3,"Bryant","Manhattan","H",15,7,NA
2018,2,10,"Bryant","Bucknell","H",12,14,NA
2018,2,17,"Bryant","Providence","V",8,13,NA
2018,2,24,"Bryant","Hartford","V",15,10,NA
2018,2,27,"Bryant","Boston U.","H",7,8,1
2018,3,3,"Bryant","Yale","H",8,11,NA
2018,3,10,"Bryant","Drexel","H",9,12,NA
2018,3,17,"Bryant","Mt. St. Mary's","H",20,11,NA
2018,3,24,"Bryant","Sacred Heart","V",16,7,NA
2018,3,30,"Bryant","Robert Morris","V",NA,NA,NA
2018,4,7,"Bryant","Wagner","H",NA,NA,NA
2018,4,14,"Bryant","Saint Joseph's","V",NA,NA,NA
2018,4,21,"Bryant","Hobart and William Smith","H",NA,NA,NA
2018,4,24,"Bryant","Brown","V",NA,NA,NA
2018,2,3,"Bucknell","Marist","H",11,9,NA
2018,2,10,"Bucknell","Bryant","V",14,12,NA
2018,2,17,"Bucknell","Richmond","V",8,9,NA
2018,2,24,"Bucknell","Colgate","V",13,10,NA
2018,3,3,"Bucknell","Navy","H",8,13,NA
2018,3,10,"Bucknell","Holy Cross","V",12,4,NA
2018,3,17,"Bucknell","Boston U.","H",16,9,NA
2018,3,20,"Bucknell","Penn","V",8,9,NA
2018,3,24,"Bucknell","Loyola Maryland","V",12,11,NA
2018,3,31,"Bucknell","Army West Point","V",NA,NA,NA
2018,4,4,"Bucknell","Yale","V",NA,NA,NA
2018,4,7,"Bucknell","Mt. St. Mary's","H",NA,NA,NA
2018,4,13,"Bucknell","Lafayette","H",NA,NA,NA
2018,4,20,"Bucknell","Lehigh","H",NA,NA,NA
2018,2,17,"Canisius","Dartmouth","V",12,13,NA
2018,2,20,"Canisius","Binghamton","V",12,10,NA
2018,2,24,"Canisius","Furman","N",14,13,1
2018,3,4,"Canisius","Cleveland St.","H",12,11,NA
2018,3,17,"Canisius","Colgate","V",5,18,NA
2018,3,20,"Canisius","Albany (NY)","V",11,19,NA
2018,3,24,"Canisius","Siena","V",13,12,NA
2018,3,27,"Canisius","Hobart and William Smith","H",NA,NA,NA
2018,3,31,"Canisius","Marist","V",NA,NA,NA
2018,4,7,"Canisius","Detroit Mercy","H",NA,NA,NA
2018,4,10,"Canisius","Robert Morris","H",NA,NA,NA
2018,4,14,"Canisius","Quinnipiac","V",NA,NA,NA
2018,4,20,"Canisius","Manhattan","H",NA,NA,NA
2018,4,27,"Canisius","Monmouth","H",NA,NA,NA
2018,2,3,"Cleveland St.","Ohio St.","H",6,13,NA
2018,2,10,"Cleveland St.","Michigan","V",5,15,NA
2018,2,13,"Cleveland St.","Mercer","H",9,10,1
2018,2,17,"Cleveland St.","Bellarmine","V",9,13,NA
2018,2,23,"Cleveland St.","Air Force","V",8,7,NA
2018,2,25,"Cleveland St.","Denver","V",8,17,NA
2018,3,4,"Cleveland St.","Canisius","V",11,12,NA
2018,3,13,"Cleveland St.","Lafayette","H",12,6,NA
2018,3,18,"Cleveland St.","Duke","H",3,9,NA
2018,3,24,"Cleveland St.","Penn St.","V",5,16,NA
2018,4,7,"Cleveland St.","Hampton","H",NA,NA,NA
2018,4,14,"Cleveland St.","Robert Morris","V",NA,NA,NA
2018,4,21,"Cleveland St.","Sacred Heart","H",NA,NA,NA
2018,4,28,"Cleveland St.","Detroit Mercy","V",NA,NA,NA
2018,2,10,"Colgate","Marist","V",18,12,NA
2018,2,13,"Colgate","Binghamton","H",21,7,NA
2018,2,17,"Colgate","Cornell","H",14,11,NA
2018,2,24,"Colgate","Bucknell","H",10,13,NA
2018,3,3,"Colgate","Lehigh","V",7,10,NA
2018,3,6,"Colgate","Hobart and William Smith","V",11,12,NA
2018,3,10,"Colgate","Boston U.","V",16,9,NA
2018,3,17,"Colgate","Canisius","H",18,5,NA
2018,3,24,"Colgate","Army West Point","H",8,6,NA
2018,3,31,"Colgate","Loyola Maryland","H",NA,NA,NA
2018,4,7,"Colgate","Navy","V",NA,NA,NA
2018,4,14,"Colgate","Holy Cross","H",NA,NA,NA
2018,4,20,"Colgate","Lafayette","V",NA,NA,NA
2018,5,5,"Colgate","Syracuse","V",NA,NA,NA
2018,2,17,"Cornell","Colgate","V",11,14,NA
2018,2,24,"Cornell","Hobart and William Smith","H",15,8,NA
2018,3,4,"Cornell","Albany (NY)","V",9,11,NA
2018,3,6,"Cornell","Binghamton","H",18,2,NA
2018,3,10,"Cornell","Penn St.","N",9,7,NA
2018,3,17,"Cornell","Yale","H",11,13,NA
2018,3,24,"Cornell","Penn","V",20,13,NA
2018,3,27,"Cornell","Air Force","V",NA,NA,NA
2018,3,31,"Cornell","Dartmouth","V",NA,NA,NA
2018,4,7,"Cornell","Harvard","H",NA,NA,NA
2018,4,10,"Cornell","Syracuse","H",NA,NA,NA
2018,4,14,"Cornell","Lehigh","V",NA,NA,NA
2018,4,21,"Cornell","Brown","H",NA,NA,NA
2018,4,28,"Cornell","Princeton","V",NA,NA,NA
2018,2,17,"Dartmouth","Canisius","H",13,12,NA
2018,2,20,"Dartmouth","Boston U.","V",4,10,NA
2018,2,24,"Dartmouth","Sacred Heart","V",11,17,NA
2018,3,3,"Dartmouth","Wagner","H",9,8,NA
2018,3,17,"Dartmouth","St. John's (NY)","V",5,12,NA
2018,3,20,"Dartmouth","Virginia","V",6,12,NA
2018,3,24,"Dartmouth","Harvard","V",8,10,NA
2018,3,31,"Dartmouth","Cornell","H",NA,NA,NA
2018,4,7,"Dartmouth","Yale","H",NA,NA,NA
2018,4,10,"Dartmouth","UMass Lowell","V",NA,NA,NA
2018,4,14,"Dartmouth","Princeton","V",NA,NA,NA
2018,4,21,"Dartmouth","Penn","H",NA,NA,NA
2018,4,28,"Dartmouth","Brown","V",NA,NA,NA
2018,2,10,"Delaware","Mt. St. Mary's","H",16,12,NA
2018,2,17,"Delaware","NJIT","H",11,6,NA
2018,2,24,"Delaware","Monmouth","V",15,11,NA
2018,3,3,"Delaware","Villanova","H",12,13,NA
2018,3,6,"Delaware","Mercer","H",8,10,NA
2018,3,10,"Delaware","Binghamton","V",7,8,2
2018,3,17,"Delaware","Johns Hopkins","V",8,14,NA
2018,3,24,"Delaware","Rutgers","V",10,15,NA
2018,3,31,"Delaware","Fairfield","H",NA,NA,NA
2018,4,7,"Delaware","Massachusetts","H",NA,NA,NA
2018,4,14,"Delaware","Hofstra","V",NA,NA,NA
2018,4,21,"Delaware","Towson","V",NA,NA,NA
2018,4,27,"Delaware","Drexel","H",NA,NA,NA
2018,2,10,"Denver","Air Force","V",11,5,NA
2018,2,16,"Denver","Duke","V",12,15,NA
2018,2,25,"Denver","Cleveland St.","H",17,8,NA
2018,3,3,"Denver","Furman","V",13,8,NA
2018,3,5,"Denver","North Carolina","V",10,6,NA
2018,3,10,"Denver","Notre Dame","V",9,11,NA
2018,3,17,"Denver","Ohio St.","H",12,7,NA
2018,3,24,"Denver","Towson","H",11,10,1
2018,3,31,"Denver","Georgetown","V",NA,NA,NA
2018,4,7,"Denver","Villanova","V",NA,NA,NA
2018,4,14,"Denver","St. John's (NY)","H",NA,NA,NA
2018,4,21,"Denver","Providence","V",NA,NA,NA
2018,4,28,"Denver","Marquette","H",NA,NA,NA
2018,2,11,"Detroit Mercy","Notre Dame","V",7,10,NA
2018,2,18,"Detroit Mercy","Mercer","V",8,7,1
2018,2,20,"Detroit Mercy","Jacksonville","V",8,15,NA
2018,2,24,"Detroit Mercy","Marquette","H",6,13,NA
2018,3,2,"Detroit Mercy","Bellarmine","N",11,5,NA
2018,3,4,"Detroit Mercy","Ohio St.","N",7,8,NA
2018,3,11,"Detroit Mercy","Air Force","H",7,9,NA
2018,3,17,"Detroit Mercy","Marist","H",14,10,NA
2018,3,24,"Detroit Mercy","Monmouth","V",9,8,1
2018,3,31,"Detroit Mercy","Quinnipiac","H",NA,NA,NA
2018,4,7,"Detroit Mercy","Canisius","V",NA,NA,NA
2018,4,14,"Detroit Mercy","Manhattan","V",NA,NA,NA
2018,4,20,"Detroit Mercy","Siena","H",NA,NA,NA
2018,4,28,"Detroit Mercy","Cleveland St.","H",NA,NA,NA
2018,2,17,"Drexel","Virginia","H",8,13,NA
2018,2,24,"Drexel","Albany (NY)","V",5,18,NA
2018,2,27,"Drexel","Villanova","V",9,12,NA
2018,3,3,"Drexel","Marist","H",15,5,NA
2018,3,10,"Drexel","Bryant","V",12,9,NA
2018,3,13,"Drexel","Saint Joseph's","V",9,10,NA
2018,3,17,"Drexel","Georgetown","H",15,10,NA
2018,3,25,"Drexel","Providence","H",11,10,2
2018,3,31,"Drexel","Massachusetts","H",NA,NA,NA
2018,4,7,"Drexel","Towson","V",NA,NA,NA
2018,4,14,"Drexel","Fairfield","V",NA,NA,NA
2018,4,21,"Drexel","Hofstra","H",NA,NA,NA
2018,4,27,"Drexel","Delaware","V",NA,NA,NA
2018,2,3,"Duke","Air Force","H",18,4,NA
2018,2,8,"Duke","High Point","H",18,6,NA
2018,2,10,"Duke","Jacksonville","H",19,8,NA
2018,2,16,"Duke","Denver","H",15,12,NA
2018,2,24,"Duke","Penn","V",9,10,NA
2018,3,3,"Duke","Richmond","H",14,4,NA
2018,3,10,"Duke","Loyola Maryland","V",13,9,NA
2018,3,17,"Duke","Towson","V",10,8,NA
2018,3,18,"Duke","Cleveland St.","V",9,3,NA
2018,3,24,"Duke","Syracuse","H",14,15,NA
2018,3,30,"Duke","North Carolina","H",NA,NA,NA
2018,4,7,"Duke","Notre Dame","V",NA,NA,NA
2018,4,14,"Duke","Virginia","V",NA,NA,NA
2018,4,20,"Duke","Marquette","H",NA,NA,NA
2018,5,6,"Duke","Boston U.","H",NA,NA,NA
2018,2,10,"Fairfield","Vermont","H",5,12,NA
2018,2,17,"Fairfield","Saint Joseph's","V",11,6,NA
2018,2,24,"Fairfield","Rutgers","V",7,12,NA
2018,2,27,"Fairfield","Hartford","H",11,16,NA
2018,3,3,"Fairfield","Stony Brook","H",9,11,NA
2018,3,6,"Fairfield","Quinnipiac","H",9,6,NA
2018,3,10,"Fairfield","Yale","H",3,8,NA
2018,3,17,"Fairfield","Penn St.","H",13,17,NA
2018,3,20,"Fairfield","NJIT","H",12,8,NA
2018,3,24,"Fairfield","Villanova","V",12,13,1
2018,3,31,"Fairfield","Delaware","V",NA,NA,NA
2018,4,7,"Fairfield","Hofstra","V",NA,NA,NA
2018,4,14,"Fairfield","Drexel","H",NA,NA,NA
2018,4,21,"Fairfield","Massachusetts","H",NA,NA,NA
2018,4,28,"Fairfield","Towson","V",NA,NA,NA
2018,2,1,"Furman","Vermont","H",6,12,NA
2018,2,10,"Furman","North Carolina","V",14,15,1
2018,2,17,"Furman","Sacred Heart","N",13,17,NA
2018,2,24,"Furman","Canisius","N",13,14,1
2018,3,3,"Furman","Denver","H",8,13,NA
2018,3,6,"Furman","Penn St.","N",5,16,NA
2018,3,17,"Furman","Richmond","H",10,9,NA
2018,3,24,"Furman","VMI","V",11,7,NA
2018,3,31,"Furman","Mercer","V",NA,NA,NA
2018,4,7,"Furman","High Point","H",NA,NA,NA
2018,4,14,"Furman","Air Force","V",NA,NA,NA
2018,4,21,"Furman","Jacksonville","H",NA,NA,NA
2018,4,28,"Furman","Bellarmine","V",NA,NA,NA
2018,2,13,"Georgetown","High Point","H",15,5,NA
2018,2,17,"Georgetown","Robert Morris","V",12,11,NA
2018,2,24,"Georgetown","Towson","V",12,10,NA
2018,2,27,"Georgetown","Mt. St. Mary's","H",16,6,NA
2018,3,6,"Georgetown","Marist","H",13,6,NA
2018,3,10,"Georgetown","Hobart and William Smith","H",12,9,NA
2018,3,17,"Georgetown","Drexel","V",10,15,NA
2018,3,24,"Georgetown","Marquette","V",8,9,1
2018,3,31,"Georgetown","Denver","H",NA,NA,NA
2018,4,7,"Georgetown","Providence","H",NA,NA,NA
2018,4,10,"Georgetown","Loyola Maryland","H",NA,NA,NA
2018,4,14,"Georgetown","Villanova","V",NA,NA,NA
2018,4,21,"Georgetown","NJIT","H",NA,NA,NA
2018,4,28,"Georgetown","St. John's (NY)","V",NA,NA,NA
2018,2,3,"Hampton","Lincoln Memorial","H",9,16,NA
2018,2,23,"Hampton","Dist. Columbia","H",6,16,NA
2018,3,4,"Hampton","Greensboro","V",7,10,NA
2018,3,5,"Hampton","Westminster (PA)","H",11,5,NA
2018,3,14,"Hampton","Bethany (WV)","H",15,5,NA
2018,3,19,"Hampton","Wagner","V",3,15,NA
2018,3,31,"Hampton","VMI","V",NA,NA,NA
2018,4,4,"Hampton","Chowan","H",NA,NA,NA
2018,4,7,"Hampton","Cleveland St.","V",NA,NA,NA
2018,4,10,"Hampton","Alderson Broaddus","V",NA,NA,NA
2018,4,14,"Hampton","NJIT","V",NA,NA,NA
2018,4,28,"Hampton","St. Thomas Aquinas","H",NA,NA,NA
2018,2,17,"Hartford","St. John's (NY)","V",12,14,NA
2018,2,24,"Hartford","Bryant","H",10,15,NA
2018,2,27,"Hartford","Fairfield","V",16,11,NA
2018,3,3,"Hartford","Harvard","V",10,14,NA
2018,3,10,"Hartford","Sacred Heart","V",11,10,NA
2018,3,17,"Hartford","Massachusetts","V",13,17,NA
2018,3,20,"Hartford","Quinnipiac","H",12,8,NA
2018,3,24,"Hartford","Stony Brook","V",8,10,NA
2018,3,31,"Hartford","Vermont","H",NA,NA,NA
2018,4,7,"Hartford","Binghamton","H",NA,NA,NA
2018,4,14,"Hartford","UMass Lowell","V",NA,NA,NA
2018,4,21,"Hartford","UMBC","V",NA,NA,NA
2018,4,28,"Hartford","Albany (NY)","H",NA,NA,NA
2018,2,17,"Harvard","UMass Lowell","H",10,9,NA
2018,2,20,"Harvard","Holy Cross","H",9,10,2
2018,2,24,"Harvard","Massachusetts","V",16,11,NA
2018,3,3,"Harvard","Hartford","H",14,10,NA
2018,3,10,"Harvard","Providence","V",11,8,NA
2018,3,17,"Harvard","Brown","H",10,8,NA
2018,3,20,"Harvard","Boston U.","H",19,18,1
2018,3,24,"Harvard","Dartmouth","H",10,8,NA
2018,3,28,"Harvard","Albany (NY)","V",NA,NA,NA
2018,4,7,"Harvard","Cornell","V",NA,NA,NA
2018,4,14,"Harvard","Penn","V",NA,NA,NA
2018,4,21,"Harvard","Princeton","H",NA,NA,NA
2018,4,28,"Harvard","Yale","V",NA,NA,NA
2018,2,8,"High Point","Duke","V",6,18,NA
2018,2,13,"High Point","Georgetown","V",5,15,NA
2018,2,17,"High Point","Maryland","H",14,16,NA
2018,2,20,"High Point","Virginia","H",12,18,NA
2018,2,24,"High Point","St. John's (NY)","V",11,16,NA
2018,3,3,"High Point","Robert Morris","V",11,16,NA
2018,3,17,"High Point","Bellarmine","H",15,7,NA
2018,3,24,"High Point","Richmond","V",12,15,NA
2018,3,31,"High Point","Jacksonville","H",NA,NA,NA
2018,4,7,"High Point","Furman","V",NA,NA,NA
2018,4,13,"High Point","VMI","H",NA,NA,NA
2018,4,21,"High Point","Air Force","V",NA,NA,NA
2018,4,28,"High Point","Mercer","H",NA,NA,NA
2018,2,10,"Hobart and William Smith","Penn St.","V",8,15,NA
2018,2,17,"Hobart and William Smith","Siena","H",11,12,NA
2018,2,24,"Hobart and William Smith","Cornell","V",8,15,NA
2018,3,3,"Hobart and William Smith","Binghamton","H",17,6,NA
2018,3,6,"Hobart and William Smith","Colgate","H",12,11,NA
2018,3,10,"Hobart and William Smith","Georgetown","V",9,12,NA
2018,3,17,"Hobart and William Smith","Wagner","V",11,5,NA
2018,3,24,"Hobart and William Smith","Saint Joseph's","H",5,6,NA
2018,3,27,"Hobart and William Smith","Canisius","V",NA,NA,NA
2018,4,3,"Hobart and William Smith","Syracuse","V",NA,NA,NA
2018,4,7,"Hobart and William Smith","Robert Morris","H",NA,NA,NA
2018,4,14,"Hobart and William Smith","Mt. St. Mary's","V",NA,NA,NA
2018,4,21,"Hobart and William Smith","Bryant","V",NA,NA,NA
2018,4,28,"Hobart and William Smith","Sacred Heart","H",NA,NA,NA
2018,2,17,"Hofstra","Ohio St.","V",7,9,NA
2018,2,24,"Hofstra","Villanova","H",2,7,NA
2018,2,27,"Hofstra","Stony Brook","V",14,2,NA
2018,3,10,"Hofstra","North Carolina","H",12,6,NA
2018,3,14,"Hofstra","Monmouth","H",7,6,NA
2018,3,17,"Hofstra","Providence","V",12,8,NA
2018,3,20,"Hofstra","Lehigh","H",8,13,NA
2018,3,24,"Hofstra","St. John's (NY)","V",8,9,NA
2018,3,31,"Hofstra","Towson","H",NA,NA,NA
2018,4,7,"Hofstra","Fairfield","H",NA,NA,NA
2018,4,14,"Hofstra","Delaware","H",NA,NA,NA
2018,4,21,"Hofstra","Drexel","V",NA,NA,NA
2018,4,27,"Hofstra","Massachusetts","V",NA,NA,NA
2018,2,10,"Holy Cross","Providence","V",6,9,NA
2018,2,17,"Holy Cross","Vermont","H",3,15,NA
2018,2,20,"Holy Cross","Harvard","V",10,9,2
2018,2,24,"Holy Cross","Lehigh","V",4,15,NA
2018,3,4,"Holy Cross","Loyola Maryland","H",5,13,NA
2018,3,10,"Holy Cross","Bucknell","H",4,12,NA
2018,3,17,"Holy Cross","Army West Point","V",3,5,NA
2018,3,20,"Holy Cross","Brown","H",8,19,NA
2018,3,24,"Holy Cross","Quinnipiac","V",14,13,NA
2018,3,31,"Holy Cross","Navy","V",NA,NA,NA
2018,4,7,"Holy Cross","Lafayette","H",NA,NA,NA
2018,4,14,"Holy Cross","Colgate","V",NA,NA,NA
2018,4,20,"Holy Cross","Boston U.","H",NA,NA,NA
2018,2,4,"Jacksonville","Navy","H",12,7,NA
2018,2,10,"Jacksonville","Duke","V",8,19,NA
2018,2,17,"Jacksonville","Marquette","V",10,11,NA
2018,2,20,"Jacksonville","Detroit Mercy","H",15,8,NA
2018,2,25,"Jacksonville","Ohio St.","H",11,12,1
2018,3,3,"Jacksonville","Vermont","N",10,11,1
2018,3,17,"Jacksonville","Mercer","H",16,8,NA
2018,3,24,"Jacksonville","Bellarmine","H",9,5,NA
2018,3,31,"Jacksonville","High Point","V",NA,NA,NA
2018,4,7,"Jacksonville","Air Force","H",NA,NA,NA
2018,4,14,"Jacksonville","Richmond","V",NA,NA,NA
2018,4,21,"Jacksonville","Furman","V",NA,NA,NA
2018,4,28,"Jacksonville","VMI","H",NA,NA,NA
2018,2,10,"Johns Hopkins","Towson","H",14,6,NA
2018,2,17,"Johns Hopkins","Loyola Maryland","V",5,12,NA
2018,2,23,"Johns Hopkins","North Carolina","H",11,13,NA
2018,3,3,"Johns Hopkins","Princeton","H",16,9,NA
2018,3,10,"Johns Hopkins","Syracuse","V",18,7,NA
2018,3,13,"Johns Hopkins","UMBC","H",13,6,NA
2018,3,17,"Johns Hopkins","Delaware","H",14,8,NA
2018,3,24,"Johns Hopkins","Virginia","V",15,13,NA
2018,4,1,"Johns Hopkins","Rutgers","V",NA,NA,NA
2018,4,7,"Johns Hopkins","Ohio St.","H",NA,NA,NA
2018,4,14,"Johns Hopkins","Penn St.","V",NA,NA,NA
2018,4,21,"Johns Hopkins","Michigan","V",NA,NA,NA
2018,4,28,"Johns Hopkins","Maryland","H",NA,NA,NA
2018,2,3,"Lafayette","North Carolina","V",10,17,NA
2018,2,10,"Lafayette","NJIT","V",10,8,NA
2018,2,16,"Lafayette","Wagner","H",8,7,2
2018,2,20,"Lafayette","Manhattan","H",9,12,NA
2018,2,24,"Lafayette","Loyola Maryland","V",5,19,NA
2018,3,3,"Lafayette","Army West Point","H",4,13,NA
2018,3,10,"Lafayette","Navy","V",5,15,NA
2018,3,13,"Lafayette","Cleveland St.","V",6,12,NA
2018,3,17,"Lafayette","Lehigh","H",11,19,NA
2018,3,24,"Lafayette","Boston U.","H",8,12,NA
2018,3,31,"Lafayette","Binghamton","H",NA,NA,NA
2018,4,3,"Lafayette","Monmouth","V",NA,NA,NA
2018,4,7,"Lafayette","Holy Cross","V",NA,NA,NA
2018,4,13,"Lafayette","Bucknell","V",NA,NA,NA
2018,4,20,"Lafayette","Colgate","H",NA,NA,NA
2018,2,3,"Lehigh","NJIT","H",13,8,NA
2018,2,10,"Lehigh","Mercer","V",13,8,NA
2018,2,17,"Lehigh","North Carolina","V",11,12,1
2018,2,24,"Lehigh","Holy Cross","H",15,4,NA
2018,3,3,"Lehigh","Colgate","H",10,7,NA
2018,3,10,"Lehigh","Army West Point","V",9,7,NA
2018,3,14,"Lehigh","Rutgers","H",7,8,NA
2018,3,17,"Lehigh","Lafayette","V",19,11,NA
2018,3,20,"Lehigh","Hofstra","V",13,8,NA
2018,3,24,"Lehigh","Navy","H",7,10,NA
2018,3,31,"Lehigh","Boston U.","V",NA,NA,NA
2018,4,7,"Lehigh","Loyola Maryland","H",NA,NA,NA
2018,4,14,"Lehigh","Cornell","H",NA,NA,NA
2018,4,20,"Lehigh","Bucknell","V",NA,NA,NA
2018,2,10,"Loyola Maryland","Virginia","V",12,13,2
2018,2,17,"Loyola Maryland","Johns Hopkins","H",12,5,NA
2018,2,24,"Loyola Maryland","Lafayette","H",19,5,NA
2018,2,28,"Loyola Maryland","Towson","H",12,8,NA
2018,3,4,"Loyola Maryland","Holy Cross","V",13,5,NA
2018,3,10,"Loyola Maryland","Duke","H",9,13,NA
2018,3,17,"Loyola Maryland","Navy","V",15,9,NA
2018,3,24,"Loyola Maryland","Bucknell","H",11,12,NA
2018,3,31,"Loyola Maryland","Colgate","V",NA,NA,NA
2018,4,7,"Loyola Maryland","Lehigh","V",NA,NA,NA
2018,4,10,"Loyola Maryland","Georgetown","V",NA,NA,NA
2018,4,14,"Loyola Maryland","Boston U.","H",NA,NA,NA
2018,4,20,"Loyola Maryland","Army West Point","H",NA,NA,NA
2018,2,3,"Manhattan","Bryant","V",7,15,NA
2018,2,10,"Manhattan","Wagner","V",5,11,NA
2018,2,17,"Manhattan","VMI","H",12,7,NA
2018,2,20,"Manhattan","Lafayette","V",12,9,NA
2018,2,24,"Manhattan","Bellarmine","N",10,9,NA
