"year","month","day","team","opponent","location","teamscore","oppscore","OT"
2015,4,10,"Bryant","Sacred Heart","V",11,10,NA
2015,4,12,"Bryant","LIU Brooklyn","H",16,12,NA
2015,4,17,"Bryant","Robert Morris","V",17,13,NA
2015,4,19,"Bryant","Saint Francis (PA)","V",17,10,NA
2015,4,24,"Bryant","Wagner","H",8,4,NA
2015,4,26,"Bryant","Mt. St. Mary's","H",8,9,1
2015,5,1,"Bryant","Robert Morris","H",18,10,NA
2015,5,3,"Bryant","Wagner","H",15,10,NA
2015,5,8,"Bryant","Loyola Maryland","N",3,21,NA
2015,2,10,"Bucknell","Wagner","H",9,7,NA
2015,2,14,"Bucknell","Manhattan","H",8,12,NA
2015,2,18,"Bucknell","Penn St.","V",2,17,NA
2015,2,25,"Bucknell","Saint Francis (PA)","H",13,10,NA
2015,2,28,"Bucknell","Villanova","V",9,11,NA
2015,3,9,"Bucknell","Winthrop","V",9,19,NA
2015,3,11,"Bucknell","Davidson","V",11,12,NA
2015,3,14,"Bucknell","Navy","V",4,21,NA
2015,3,18,"Bucknell","Loyola Maryland","V",7,15,NA
2015,3,21,"Bucknell","Colgate","H",12,15,NA
2015,3,24,"Bucknell","Lehigh","H",4,17,NA
2015,3,28,"Bucknell","American","V",6,16,NA
2015,4,4,"Bucknell","Holy Cross","V",10,12,1
2015,4,8,"Bucknell","Lafayette","H",11,14,NA
2015,4,11,"Bucknell","Johns Hopkins","H",5,16,NA
2015,4,14,"Bucknell","Columbia","V",10,12,NA
2015,4,18,"Bucknell","Boston U.","H",9,11,NA
2015,2,22,"California","Notre Dame","H",7,17,NA
2015,2,25,"California","Saint Mary's (CA)","H",18,10,NA
2015,3,3,"California","Michigan","H",14,16,NA
2015,3,8,"California","Old Dominion","H",12,13,NA
2015,3,13,"California","Southern California","V",5,18,NA
2015,3,15,"California","San Diego St.","V",14,20,NA
2015,3,21,"California","Towson","V",3,16,NA
2015,3,23,"California","George Washington","V",15,11,NA
2015,3,25,"California","Princeton","V",7,19,NA
2015,3,29,"California","Cornell","H",6,23,NA
2015,4,5,"California","Oregon","V",8,18,NA
2015,4,10,"California","UC Davis","H",8,13,1
2015,4,12,"California","Fresno St.","V",10,11,NA
2015,4,17,"California","Denver","H",5,17,NA
2015,4,19,"California","Colorado","H",12,10,NA
2015,4,26,"California","Stanford","H",9,25,NA
2015,2,20,"Campbell","Old Dominion","H",12,18,NA
2015,2,22,"Campbell","George Mason","H",5,9,NA
2015,2,27,"Campbell","Furman","H",10,11,1
2015,3,1,"Campbell","Kennesaw St.","H",16,12,NA
2015,3,4,"Campbell","Fresno St.","V",11,13,NA
2015,3,6,"Campbell","San Diego St.","N",8,16,NA
2015,3,10,"Campbell","Mercer","H",14,13,NA
2015,3,14,"Campbell","LIU Brooklyn","H",20,21,NA
2015,3,27,"Campbell","Saint Francis (PA)","V",18,5,NA
2015,3,29,"Campbell","Robert Morris","V",16,21,NA
2015,4,4,"Campbell","Liberty","V",11,21,NA
2015,4,6,"Campbell","Longwood","V",6,10,NA
2015,4,10,"Campbell","Winthrop","H",10,21,NA
2015,4,12,"Campbell","High Point","V",6,21,NA
2015,4,17,"Campbell","Presbyterian","H",20,7,NA
2015,4,19,"Campbell","Gardner-Webb","H",20,9,NA
2015,4,24,"Campbell","Coastal Caro.","H",14,17,NA
2015,4,28,"Campbell","Coastal Caro.","V",11,15,1
2015,2,7,"Canisius","Syracuse","V",13,21,NA
2015,2,15,"Canisius","Syracuse","V",7,19,NA
2015,2,21,"Canisius","Louisville","V",3,15,NA
2015,3,1,"Canisius","Yale","V",8,12,NA
2015,3,10,"Canisius","St. Bonaventure","V",14,8,NA
2015,3,14,"Canisius","Ohio St.","H",14,21,NA
2015,3,18,"Canisius","Duquesne","H",9,5,NA
2015,3,21,"Canisius","Quinnipiac","H",17,7,NA
2015,3,25,"Canisius","Delaware","H",8,4,NA
2015,3,28,"Canisius","Manhattan","V",10,1,NA
2015,4,1,"Canisius","Marist","V",13,10,NA
2015,4,4,"Canisius","Iona","H",16,11,NA
2015,4,8,"Canisius","Siena","H",15,12,NA
2015,4,11,"Canisius","Fairfield","V",11,10,NA
2015,4,15,"Canisius","Niagara","H",16,8,NA
2015,4,18,"Canisius","Monmouth","V",13,10,NA
2015,4,25,"Canisius","Binghamton","V",12,8,NA
2015,5,1,"Canisius","Marist","H",15,7,NA
2015,5,3,"Canisius","Fairfield","H",7,9,NA
2015,2,14,"Central Conn. St.","Jacksonville","V",4,22,NA
2015,2,21,"Central Conn. St.","Iona","V",10,8,NA
2015,2,27,"Central Conn. St.","Siena","H",5,20,NA
2015,3,1,"Central Conn. St.","Brown","H",5,13,NA
2015,3,7,"Central Conn. St.","Albany (NY)","V",3,21,NA
2015,3,13,"Central Conn. St.","Fairfield","H",9,13,NA
2015,3,18,"Central Conn. St.","Manhattan","V",5,3,NA
2015,3,21,"Central Conn. St.","Vermont","V",11,15,NA
2015,3,25,"Central Conn. St.","Quinnipiac","H",13,9,NA
2015,4,3,"Central Conn. St.","Bryant","V",8,12,NA
2015,4,10,"Central Conn. St.","LIU Brooklyn","H",8,9,NA
2015,4,12,"Central Conn. St.","Sacred Heart","V",5,6,NA
2015,4,17,"Central Conn. St.","Saint Francis (PA)","V",17,5,NA
2015,4,19,"Central Conn. St.","Robert Morris","V",8,9,NA
2015,4,24,"Central Conn. St.","Mt. St. Mary's","H",9,8,NA
2015,4,26,"Central Conn. St.","Wagner","H",9,7,NA
2015,2,13,"Cincinnati","Notre Dame","H",5,14,NA
2015,2,15,"Cincinnati","Louisville","V",8,17,NA
2015,2,20,"Cincinnati","Detroit Mercy","V",8,17,NA
2015,2,22,"Cincinnati","Robert Morris","V",7,20,NA
2015,2,27,"Cincinnati","Niagara","H",9,12,NA
2015,3,4,"Cincinnati","Stetson","H",11,10,1
2015,3,8,"Cincinnati","Presbyterian","H",14,8,NA
2015,3,15,"Cincinnati","Coastal Caro.","V",10,12,NA
2015,3,18,"Cincinnati","Ohio St.","H",8,13,NA
2015,3,27,"Cincinnati","Winthrop","H",5,17,NA
2015,3,29,"Cincinnati","UConn","H",4,10,NA
2015,4,4,"Cincinnati","Villanova","V",4,18,NA
2015,4,8,"Cincinnati","Vanderbilt","H",8,13,NA
2015,4,11,"Cincinnati","Georgetown","V",4,8,NA
2015,4,15,"Cincinnati","Florida","V",1,20,NA
2015,4,19,"Cincinnati","Temple","H",3,16,NA
2015,4,25,"Cincinnati","Marquette","H",7,8,NA
2015,2,14,"Coastal Caro.","Stetson","V",15,4,NA
2015,2,22,"Coastal Caro.","Virginia Tech","H",6,10,NA
2015,2,28,"Coastal Caro.","Jacksonville","H",11,17,NA
2015,3,6,"Coastal Caro.","Elon","V",6,11,NA
2015,3,8,"Coastal Caro.","Delaware St.","H",19,1,NA
2015,3,15,"Coastal Caro.","Cincinnati","H",12,10,NA
2015,3,20,"Coastal Caro.","Furman","V",14,8,NA
2015,3,22,"Coastal Caro.","Kennesaw St.","V",18,3,NA
2015,4,4,"Coastal Caro.","Longwood","V",9,8,NA
2015,4,6,"Coastal Caro.","Liberty","V",8,18,NA
2015,4,10,"Coastal Caro.","High Point","H",15,12,NA
2015,4,12,"Coastal Caro.","Winthrop","V",4,12,NA
2015,4,17,"Coastal Caro.","Gardner-Webb","H",17,7,NA
2015,4,19,"Coastal Caro.","Presbyterian","H",17,7,NA
2015,4,24,"Coastal Caro.","Campbell","V",17,14,NA
2015,4,28,"Coastal Caro.","Campbell","H",15,11,1
2015,5,1,"Coastal Caro.","Liberty","N",8,14,NA
2015,2,14,"Colgate","Vermont","H",11,12,1
2015,2,21,"Colgate","Siena","H",12,6,NA
2015,3,1,"Colgate","Columbia","V",14,3,NA
2015,3,4,"Colgate","Cornell","V",5,11,NA
2015,3,7,"Colgate","Holy Cross","H",11,12,3
2015,3,14,"Colgate","Lehigh","V",13,7,NA
2015,3,18,"Colgate","Longwood","V",18,7,NA
2015,3,21,"Colgate","Bucknell","V",15,12,NA
2015,3,24,"Colgate","Brown","H",5,11,NA
2015,3,28,"Colgate","Navy","H",10,4,NA
2015,4,4,"Colgate","Loyola Maryland","V",7,18,NA
2015,4,8,"Colgate","Boston U.","V",11,7,NA
2015,4,11,"Colgate","Lafayette","H",16,6,NA
2015,4,14,"Colgate","Binghamton","H",14,5,NA
2015,4,18,"Colgate","American","H",15,7,NA
2015,4,24,"Colgate","Navy","N",7,16,NA
2015,2,11,"Colorado","Denver","H",6,10,NA
2015,2,14,"Colorado","Marquette","H",13,5,NA
2015,3,2,"Colorado","Presbyterian","H",19,0,NA
2015,3,7,"Colorado","Northwestern","V",8,14,NA
2015,3,17,"Colorado","New Hampshire","H",10,9,NA
2015,3,22,"Colorado","Michigan","V",14,13,2
2015,3,25,"Colorado","Boston College","V",9,17,NA
2015,3,27,"Colorado","UMass Lowell","V",17,7,NA
2015,4,3,"Colorado","UC Davis","H",13,5,NA
2015,4,5,"Colorado","Stanford","H",14,16,NA
2015,4,10,"Colorado","Southern California","V",9,12,NA
2015,4,12,"Colorado","San Diego St.","V",7,6,NA
2015,4,17,"Colorado","Saint Mary's (CA)","V",21,5,NA
2015,4,19,"Colorado","California","V",10,12,NA
2015,4,24,"Colorado","Fresno St.","H",16,7,NA
2015,4,26,"Colorado","Oregon","H",8,6,NA
2015,4,30,"Colorado","San Diego St.","N",15,6,NA
2015,5,1,"Colorado","Stanford","N",5,16,NA
2015,2,22,"Columbia","Drexel","V",9,11,NA
2015,2,25,"Columbia","Marist","H",11,12,NA
2015,3,1,"Columbia","Colgate","H",3,14,NA
2015,3,7,"Columbia","Harvard","V",9,13,NA
2015,3,14,"Columbia","Cornell","H",12,18,NA
2015,3,17,"Columbia","LIU Brooklyn","V",17,10,NA
2015,3,21,"Columbia","Yale","H",5,3,NA
2015,3,27,"Columbia","Wagner","H",12,5,NA
2015,3,29,"Columbia","Mt. St. Mary's","V",10,7,NA
2015,4,1,"Columbia","Penn","H",1,10,NA
2015,4,8,"Columbia","Holy Cross","V",8,9,NA
2015,4,11,"Columbia","Brown","V",6,7,NA
2015,4,14,"Columbia","Bucknell","H",12,10,NA
2015,4,18,"Columbia","Princeton","V",6,12,NA
2015,4,25,"Columbia","Dartmouth","H",8,9,1
2015,2,21,"Cornell","Temple","V",17,8,NA
2015,2,28,"Cornell","Albany (NY)","H",11,12,NA
2015,3,4,"Cornell","Colgate","H",11,5,NA
2015,3,7,"Cornell","Yale","V",15,7,NA
2015,3,11,"Cornell","Binghamton","H",22,3,NA
2015,3,14,"Cornell","Columbia","V",18,12,NA
2015,3,17,"Cornell","Syracuse","V",8,14,NA
2015,3,21,"Cornell","Brown","H",14,6,NA
2015,3,29,"Cornell","California","V",23,6,NA
2015,3,31,"Cornell","Stanford","V",15,7,NA
2015,4,4,"Cornell","Dartmouth","V",9,10,1
2015,4,11,"Cornell","Princeton","H",11,13,NA
2015,4,14,"Cornell","Penn St.","H",9,13,NA
2015,4,18,"Cornell","Harvard","H",10,9,NA
2015,4,26,"Cornell","Penn","V",9,10,NA
2015,5,1,"Cornell","Penn","N",6,7,NA
2015,2,21,"Dartmouth","UConn","V",10,16,NA
2015,2,28,"Dartmouth","Florida","V",10,18,NA
2015,3,4,"Dartmouth","Boston U.","V",7,13,NA
2015,3,7,"Dartmouth","Princeton","H",5,8,NA
2015,3,18,"Dartmouth","Vermont","H",11,19,NA
2015,3,21,"Dartmouth","Penn","V",5,10,NA
2015,3,24,"Dartmouth","Denver","V",6,13,NA
2015,3,28,"Dartmouth","Southern California","H",7,9,NA
2015,4,1,"Dartmouth","Harvard","H",8,9,NA
2015,4,4,"Dartmouth","Cornell","H",10,9,1
2015,4,11,"Dartmouth","Yale","V",7,8,NA
2015,4,13,"Dartmouth","Albany (NY)","V",5,10,NA
2015,4,18,"Dartmouth","Brown","H",10,6,NA
2015,4,25,"Dartmouth","Columbia","V",9,8,1
2015,2,15,"Davidson","Kennesaw St.","H",21,4,NA
2015,2,21,"Davidson","Navy","H",11,16,NA
2015,3,1,"Davidson","Old Dominion","V",8,10,NA
2015,3,6,"Davidson","Saint Francis (PA)","H",17,9,NA
2015,3,11,"Davidson","Bucknell","H",12,11,NA
2015,3,15,"Davidson","High Point","V",7,9,NA
2015,3,21,"Davidson","Elon","V",5,10,NA
2015,3,27,"Davidson","George Washington","H",10,11,NA
2015,3,31,"Davidson","Duke","H",6,13,NA
2015,4,4,"Davidson","Richmond","V",5,6,1
2015,4,10,"Davidson","George Mason","H",9,7,NA
2015,4,12,"Davidson","Massachusetts","H",4,19,NA
2015,4,17,"Davidson","La Salle","V",7,8,NA
2015,4,19,"Davidson","Saint Joseph's","V",13,10,NA
2015,4,24,"Davidson","Duquesne","V",7,12,NA
2015,4,26,"Davidson","St. Bonaventure","H",15,7,NA
2015,2,14,"Delaware","Georgetown","H",17,5,NA
2015,2,17,"Delaware","Lafayette","V",22,2,NA
2015,2,21,"Delaware","Penn","H",7,9,NA
2015,2,25,"Delaware","La Salle","V",24,6,NA
2015,2,28,"Delaware","Rutgers","H",12,7,NA
2015,3,4,"Delaware","Monmouth","V",14,5,NA
2015,3,11,"Delaware","Villanova","V",9,11,NA
2015,3,14,"Delaware","Temple","H",6,11,NA
2015,3,18,"Delaware","Towson","H",6,5,NA
2015,3,21,"Delaware","George Washington","H",15,4,NA
2015,3,25,"Delaware","Canisius","V",4,8,NA
2015,3,28,"Delaware","Princeton","V",12,10,NA
2015,4,5,"Delaware","Elon","H",8,6,NA
2015,4,10,"Delaware","Hofstra","H",5,6,NA
2015,4,12,"Delaware","Drexel","V",9,6,NA
2015,4,17,"Delaware","William & Mary","V",13,7,NA
2015,4,19,"Delaware","James Madison","V",6,8,NA
2015,5,1,"Delaware","James Madison","H",7,10,NA
2015,2,18,"Delaware St.","Stetson","V",3,16,NA
2015,2,20,"Delaware St.","Mercer","V",4,16,NA
2015,2,22,"Delaware St.","Kennesaw St.","V",7,17,NA
2015,2,28,"Delaware St.","Wilmington (DE)","H",8,14,NA
2015,3,2,"Delaware St.","Robert Morris","H",5,20,NA
2015,3,8,"Delaware St.","Coastal Caro.","V",1,19,NA
2015,3,11,"Delaware St.","La Salle","V",4,19,NA
2015,3,16,"Delaware St.","Detroit Mercy","H",6,22,NA
2015,3,21,"Delaware St.","Saint Francis (PA)","V",7,17,NA
2015,3,23,"Delaware St.","LIU Brooklyn","H",9,17,NA
2015,3,28,"Delaware St.","Presbyterian","H",12,19,NA
2015,3,31,"Delaware St.","Wagner","V",3,22,NA
2015,4,8,"Delaware St.","Dist. Columbia","H",18,4,NA
2015,4,11,"Delaware St.","Manhattan","V",5,16,NA
2015,4,14,"Delaware St.","Howard","H",17,15,NA
2015,2,7,"Denver","Syracuse","V",10,18,NA
2015,2,11,"Denver","Colorado","V",10,6,NA
2015,2,23,"Denver","Vanderbilt","V",13,9,NA
2015,2,28,"Denver","Louisville","H",9,14,NA
2015,3,11,"Denver","Boston U.","H",13,8,NA
2015,3,15,"Denver","New Hampshire","H",8,6,NA
2015,3,17,"Denver","Yale","H",9,6,NA
2015,3,24,"Denver","Dartmouth","H",13,6,NA
2015,4,3,"Denver","Stanford","H",7,14,NA
2015,4,5,"Denver","UC Davis","H",9,5,NA
2015,4,10,"Denver","San Diego St.","V",17,10,NA
2015,4,12,"Denver","Southern California","V",4,16,NA
2015,4,17,"Denver","California","V",17,5,NA
2015,4,19,"Denver","Saint Mary's (CA)","V",16,5,NA
2015,4,24,"Denver","Oregon","H",15,9,NA
2015,4,26,"Denver","Fresno St.","H",13,6,NA
2015,4,30,"Denver","Oregon","H",11,5,NA
2015,5,1,"Denver","Southern California","V",9,17,NA
2015,1,31,"Detroit Mercy","Ohio St.","V",4,19,NA
2015,2,15,"Detroit Mercy","Notre Dame","V",5,17,NA
2015,2,20,"Detroit Mercy","Cincinnati","H",17,8,NA
2015,3,2,"Detroit Mercy","UC Davis","V",10,13,NA
2015,3,4,"Detroit Mercy","Saint Mary's (CA)","V",16,6,NA
2015,3,9,"Detroit Mercy","Robert Morris","V",12,14,NA
2015,3,16,"Detroit Mercy","Delaware St.","V",22,6,NA
2015,3,22,"Detroit Mercy","Marquette","V",5,13,NA
2015,3,25,"Detroit Mercy","Mercer","H",15,8,NA
2015,3,29,"Detroit Mercy","Kennesaw St.","H",21,9,NA
2015,4,2,"Detroit Mercy","Jacksonville","V",7,18,NA
2015,4,4,"Detroit Mercy","Stetson","V",13,12,NA
2015,4,11,"Detroit Mercy","Howard","H",23,15,NA
2015,4,18,"Detroit Mercy","Old Dominion","V",9,16,NA
2015,4,25,"Detroit Mercy","Furman","H",9,7,NA
2015,4,29,"Detroit Mercy","Stetson","N",12,7,NA
2015,5,1,"Detroit Mercy","Old Dominion","N",14,11,NA
2015,5,3,"Detroit Mercy","Jacksonville","V",5,15,NA
2015,2,18,"Drexel","Monmouth","V",2,5,NA
2015,2,22,"Drexel","Columbia","H",11,9,NA
2015,2,25,"Drexel","Princeton","V",4,8,NA
2015,2,28,"Drexel","Stony Brook","V",4,8,NA
2015,3,6,"Drexel","Massachusetts","V",4,9,NA
2015,3,8,"Drexel","New Hampshire","V",6,10,NA
2015,3,11,"Drexel","UMBC","V",10,17,NA
2015,3,14,"Drexel","Villanova","H",9,5,NA
2015,3,22,"Drexel","Penn St.","H",3,10,NA
2015,3,25,"Drexel","La Salle","H",12,10,NA
2015,4,3,"Drexel","William & Mary","H",5,10,NA
2015,4,5,"Drexel","James Madison","H",9,17,NA
2015,4,10,"Drexel","Towson","V",6,15,NA
2015,4,12,"Drexel","Delaware","H",6,9,NA
2015,4,19,"Drexel","Elon","V",10,7,NA
2015,4,25,"Drexel","Hofstra","V",8,9,NA
2015,2,7,"Duke","Elon","V",17,8,NA
2015,2,13,"Duke","Richmond","H",17,4,NA
2015,2,15,"Duke","Navy","H",10,3,NA
2015,2,19,"Duke","Northwestern","N",15,9,NA
2015,2,22,"Duke","William & Mary","H",17,7,NA
2015,3,1,"Duke","Notre Dame","H",17,3,NA
2015,3,6,"Duke","Virginia Tech","H",15,10,NA
2015,3,11,"Duke","Georgetown","V",12,4,NA
2015,3,14,"Duke","Louisville","V",10,8,NA
2015,3,21,"Duke","Virginia","V",10,13,NA
2015,3,28,"Duke","Syracuse","H",10,9,NA
2015,3,31,"Duke","Davidson","V",13,6,NA
2015,4,4,"Duke","Boston College","V",13,8,NA
2015,4,9,"Duke","Ohio St.","H",15,6,NA
2015,4,17,"Duke","North Carolina","H",6,12,NA
2015,4,23,"Duke","Louisville","N",14,7,NA
2015,4,24,"Duke","Syracuse","N",10,14,NA
2015,5,3,"Duke","Johns Hopkins","H",8,9,NA
2015,5,10,"Duke","Southern California","H",17,9,NA
2015,5,16,"Duke","Princeton","H",7,3,NA
2015,5,22,"Duke","North Carolina","N",7,16,NA
2015,2,18,"Duquesne","Robert Morris","N",17,16,2
2015,2,24,"Duquesne","Penn St.","H",0,16,NA
2015,2,28,"Duquesne","Marquette","H",7,8,1
2015,3,4,"Duquesne","Louisville","V",0,17,NA
2015,3,8,"Duquesne","Ohio St.","H",12,17,NA
2015,3,11,"Duquesne","Saint Francis (PA)","H",19,2,NA
2015,3,18,"Duquesne","Canisius","V",5,9,NA
2015,3,22,"Duquesne","Mt. St. Mary's","V",11,5,NA
2015,3,27,"Duquesne","Massachusetts","V",2,10,NA
2015,3,29,"Duquesne","St. Bonaventure","V",19,11,NA
2015,4,5,"Duquesne","Michigan","V",11,10,NA
2015,4,10,"Duquesne","Saint Joseph's","H",15,8,NA
2015,4,12,"Duquesne","La Salle","H",10,8,NA
2015,4,17,"Duquesne","George Washington","V",13,14,1
2015,4,19,"Duquesne","Richmond","V",9,10,NA
2015,4,24,"Duquesne","Davidson","H",12,7,NA
2015,4,26,"Duquesne","George Mason","H",13,9,NA
2015,5,1,"Duquesne","Richmond","N",9,11,NA
2015,1,31,"Elon","Kennesaw St.","H",24,8,NA
2015,2,7,"Elon","Duke","H",8,17,NA
2015,2,14,"Elon","Longwood","V",10,7,NA
2015,2,20,"Elon","Jacksonville","V",6,13,NA
2015,2,22,"Elon","Stetson","V",16,5,NA
2015,3,1,"Elon","North Carolina","V",2,21,NA
2015,3,6,"Elon","Coastal Caro.","H",11,6,NA
2015,3,11,"Elon","High Point","H",16,10,NA
2015,3,21,"Elon","Davidson","H",10,5,NA
2015,3,28,"Elon","Liberty","H",13,8,NA
2015,4,3,"Elon","Towson","V",2,12,NA
2015,4,5,"Elon","Delaware","V",6,8,NA
2015,4,10,"Elon","James Madison","V",5,22,NA
2015,4,12,"Elon","William & Mary","H",8,7,NA
2015,4,17,"Elon","Hofstra","H",9,10,NA
2015,4,19,"Elon","Drexel","H",7,10,NA
2015,2,14,"Fairfield","Sacred Heart","H",11,2,NA
2015,2,17,"Fairfield","Hofstra","H",5,9,NA
2015,2,21,"Fairfield","Rutgers","H",11,10,NA
2015,2,28,"Fairfield","Lehigh","V",5,4,NA
2015,3,6,"Fairfield","New Hampshire","H",7,9,NA
2015,3,13,"Fairfield","Central Conn. St.","V",13,9,NA
2015,3,18,"Fairfield","UConn","H",4,6,NA
2015,3,21,"Fairfield","Manhattan","H",12,3,NA
2015,3,24,"Fairfield","Holy Cross","H",7,6,1
2015,3,26,"Fairfield","Siena","V",11,7,NA
