"year","month","day","team","opponent","location","teamscore","oppscore","OT"
2017,3,1,"Army West Point","Central Conn. St.","V",13,11,NA
2017,3,5,"Army West Point","Quinnipiac","V",9,8,2
2017,3,8,"Army West Point","UMass Lowell","H",6,13,NA
2017,3,12,"Army West Point","Mercer","V",13,14,NA
2017,3,14,"Army West Point","Kennesaw St.","V",14,15,NA
2017,3,18,"Army West Point","Lafayette","V",11,15,NA
2017,3,25,"Army West Point","Bucknell","H",8,11,NA
2017,3,29,"Army West Point","Holy Cross","H",9,12,NA
2017,4,1,"Army West Point","Navy","V",7,22,NA
2017,4,8,"Army West Point","Lehigh","H",8,15,NA
2017,4,15,"Army West Point","American","V",7,12,NA
2017,4,19,"Army West Point","Colgate","V",11,9,NA
2017,4,22,"Army West Point","Boston U.","H",11,12,NA
2017,4,29,"Army West Point","Loyola Maryland","H",10,20,NA
2017,2,16,"Binghamton","Lafayette","H",14,17,NA
2017,2,18,"Binghamton","Syracuse","V",5,16,NA
2017,2,22,"Binghamton","Colgate","V",16,12,NA
2017,2,25,"Binghamton","Dartmouth","V",11,15,NA
2017,2,28,"Binghamton","Canisius","H",12,18,NA
2017,3,5,"Binghamton","Marist","H",7,9,NA
2017,3,10,"Binghamton","Saint Francis (PA)","H",20,7,NA
2017,3,19,"Binghamton","Ohio St.","V",7,8,NA
2017,3,22,"Binghamton","Niagara","V",11,10,NA
2017,3,24,"Binghamton","Vermont","H",14,9,NA
2017,4,1,"Binghamton","Mt. St. Mary's","H",13,6,NA
2017,4,4,"Binghamton","Cornell","V",3,17,NA
2017,4,8,"Binghamton","Stony Brook","V",4,20,NA
2017,4,12,"Binghamton","UMBC","V",10,21,NA
2017,4,15,"Binghamton","UMass Lowell","H",12,6,NA
2017,4,22,"Binghamton","New Hampshire","V",6,11,NA
2017,4,29,"Binghamton","Albany (NY)","H",10,21,NA
2017,2,4,"Boston College","Holy Cross","V",19,8,NA
2017,2,8,"Boston College","Massachusetts","V",18,10,NA
2017,2,11,"Boston College","Syracuse","V",8,18,NA
2017,2,15,"Boston College","Boston U.","H",13,11,NA
2017,2,18,"Boston College","Virginia Tech","V",12,18,NA
2017,2,22,"Boston College","UConn","V",14,11,NA
2017,2,25,"Boston College","Harvard","H",13,12,1
2017,3,4,"Boston College","Navy","V",20,11,NA
2017,3,8,"Boston College","Maryland","V",13,21,NA
2017,3,15,"Boston College","Monmouth","H",14,5,NA
2017,3,18,"Boston College","Louisville","H",14,11,NA
2017,3,25,"Boston College","North Carolina","V",13,15,NA
2017,3,29,"Boston College","Yale","H",19,12,NA
2017,4,1,"Boston College","Virginia","H",17,10,NA
2017,4,8,"Boston College","Duke","H",12,15,NA
2017,4,12,"Boston College","Dartmouth","V",16,9,NA
2017,4,22,"Boston College","Notre Dame","H",16,10,NA
2017,4,27,"Boston College","Notre Dame","N",17,14,NA
2017,4,28,"Boston College","North Carolina","N",14,17,NA
2017,5,12,"Boston College","Canisius","H",21,9,NA
2017,5,12,"Boston College","Canisius","H",NA,NA,NA
2017,5,14,"Boston College","Syracuse","V",21,10,NA
2017,5,20,"Boston College","Southern California","H",NA,NA,NA
2017,2,15,"Boston U.","Boston College","V",11,13,NA
2017,2,25,"Boston U.","UMass Lowell","H",12,7,NA
2017,3,1,"Boston U.","Dartmouth","H",7,19,NA
2017,3,5,"Boston U.","San Diego St.","V",8,14,NA
2017,3,8,"Boston U.","Southern California","V",4,15,NA
2017,3,15,"Boston U.","Fairfield","H",10,9,1
2017,3,19,"Boston U.","Bucknell","V",13,8,NA
2017,3,25,"Boston U.","Loyola Maryland","V",11,16,NA
2017,3,29,"Boston U.","Colgate","H",18,8,NA
2017,4,1,"Boston U.","Lehigh","V",12,13,NA
2017,4,8,"Boston U.","Lafayette","H",20,16,NA
2017,4,15,"Boston U.","Navy","H",14,15,NA
2017,4,19,"Boston U.","Holy Cross","V",10,9,NA
2017,4,22,"Boston U.","Army West Point","V",12,11,NA
2017,4,26,"Boston U.","New Hampshire","V",16,11,NA
2017,4,29,"Boston U.","American","H",17,6,NA
2017,5,2,"Boston U.","Lafayette","H",14,7,NA
2017,5,5,"Boston U.","Loyola Maryland","V",14,19,NA
2017,2,18,"Brown","Sacred Heart","H",19,0,NA
2017,2,21,"Brown","Holy Cross","H",9,4,NA
2017,2,25,"Brown","Louisville","N",9,13,NA
2017,3,4,"Brown","Princeton","V",7,10,NA
2017,3,8,"Brown","Bryant","H",8,9,NA
2017,3,11,"Brown","Iona","V",16,5,NA
2017,3,18,"Brown","Yale","H",10,12,NA
2017,3,25,"Brown","Penn","H",2,7,NA
2017,3,29,"Brown","California","N",14,13,NA
2017,3,31,"Brown","San Diego St.","V",8,13,NA
2017,4,8,"Brown","Cornell","V",8,11,NA
2017,4,15,"Brown","Harvard","H",12,19,NA
2017,4,19,"Brown","UMass Lowell","H",12,6,NA
2017,4,22,"Brown","Columbia","H",14,13,1
2017,4,29,"Brown","Dartmouth","V",8,12,NA
2017,2,18,"Bryant","Stony Brook","V",5,20,NA
2017,2,25,"Bryant","Holy Cross","H",14,3,NA
2017,3,4,"Bryant","Vermont","H",12,8,NA
2017,3,8,"Bryant","Brown","V",9,8,NA
2017,3,12,"Bryant","Navy","V",8,9,1
2017,3,16,"Bryant","Delaware","N",4,9,NA
2017,3,22,"Bryant","Siena","H",17,5,NA
2017,3,29,"Bryant","UMass Lowell","V",9,10,1
2017,4,7,"Bryant","LIU Brooklyn","H",19,7,NA
2017,4,9,"Bryant","Sacred Heart","V",11,5,NA
2017,4,14,"Bryant","Central Conn. St.","H",19,5,NA
2017,4,21,"Bryant","Saint Francis (PA)","V",16,6,NA
2017,4,23,"Bryant","Robert Morris","V",15,13,NA
2017,4,28,"Bryant","Mt. St. Mary's","H",19,14,NA
2017,4,30,"Bryant","Wagner","H",16,6,NA
2017,5,5,"Bryant","Sacred Heart","H",17,10,NA
2017,5,7,"Bryant","Wagner","H",16,7,NA
2017,5,12,"Bryant","Stony Brook","V",6,21,NA
2017,2,4,"Bucknell","Robert Morris","H",11,10,NA
2017,2,11,"Bucknell","Villanova","V",10,6,NA
2017,2,18,"Bucknell","Hofstra","H",5,15,NA
2017,2,22,"Bucknell","Monmouth","V",14,10,NA
2017,2,25,"Bucknell","Wagner","H",16,6,NA
2017,3,5,"Bucknell","Manhattan","H",8,7,NA
2017,3,12,"Bucknell","Temple","V",7,11,NA
2017,3,19,"Bucknell","Boston U.","H",8,13,NA
2017,3,25,"Bucknell","Army West Point","V",11,8,NA
2017,3,29,"Bucknell","Lafayette","H",13,14,NA
2017,4,2,"Bucknell","Holy Cross","V",11,8,NA
2017,4,8,"Bucknell","American","V",9,8,NA
2017,4,15,"Bucknell","Colgate","H",12,11,NA
2017,4,19,"Bucknell","Loyola Maryland","V",8,15,NA
2017,4,22,"Bucknell","Navy","V",4,7,NA
2017,4,28,"Bucknell","Lehigh","H",4,12,NA
2017,5,2,"Bucknell","Lehigh","V",5,15,NA
2017,2,12,"Butler","Liberty","H",9,16,NA
2017,2,18,"Butler","Detroit Mercy","V",9,20,NA
2017,2,24,"Butler","California","H",7,19,NA
2017,2,26,"Butler","Saint Mary's (CA)","H",11,16,NA
2017,3,5,"Butler","Mercer","V",4,19,NA
2017,3,8,"Butler","Gardner-Webb","V",16,13,NA
2017,3,10,"Butler","Presbyterian","V",5,12,NA
2017,3,16,"Butler","Central Mich.","H",9,14,NA
2017,3,18,"Butler","Georgetown","H",2,18,NA
2017,3,25,"Butler","Vanderbilt","V",4,22,NA
2017,4,1,"Butler","Cincinnati","V",3,21,NA
2017,4,5,"Butler","Denver","H",3,20,NA
2017,4,8,"Butler","UConn","V",4,17,NA
2017,4,12,"Butler","Temple","V",7,19,NA
2017,4,15,"Butler","Florida","H",2,22,NA
2017,4,22,"Butler","Marquette","V",2,19,NA
2017,4,29,"Butler","Villanova","H",5,22,NA
2017,2,10,"California","Denver","H",5,15,NA
2017,2,19,"California","Oregon","V",9,18,NA
2017,2,24,"California","Butler","V",19,7,NA
2017,2,26,"California","Ohio St.","V",8,14,NA
2017,3,3,"California","Michigan","H",4,14,NA
2017,3,5,"California","Saint Joseph's","H",17,18,NA
2017,3,11,"California","William & Mary","H",18,19,NA
2017,3,14,"California","UConn","H",8,17,NA
2017,3,16,"California","Marquette","H",18,11,NA
2017,3,26,"California","San Diego St.","V",13,14,1
2017,3,29,"California","Brown","N",13,14,NA
2017,4,2,"California","Southern California","V",4,21,NA
2017,4,7,"California","Saint Mary's (CA)","H",20,10,NA
2017,4,14,"California","UC Davis","H",15,12,NA
2017,4,17,"California","Stanford","H",12,15,NA
2017,4,21,"California","Fresno St.","V",16,14,NA
2017,4,23,"California","Colorado","H",6,18,NA
2017,4,27,"California","Stanford","N",5,19,NA
2017,2,4,"Campbell","Elon","V",5,15,NA
2017,2,18,"Campbell","Old Dominion","H",10,11,NA
2017,2,24,"Campbell","VCU","H",10,14,NA
2017,2,26,"Campbell","Cincinnati","H",16,17,NA
2017,3,10,"Campbell","La Salle","N",14,13,NA
2017,3,12,"Campbell","Davidson","V",9,8,NA
2017,3,17,"Campbell","Mercer","H",12,11,1
2017,3,19,"Campbell","Richmond","H",7,16,NA
2017,3,24,"Campbell","Virginia Tech","H",5,19,NA
2017,4,1,"Campbell","Winthrop","H",17,16,NA
2017,4,5,"Campbell","Presbyterian","H",17,3,NA
2017,4,8,"Campbell","Liberty","V",12,11,1
2017,4,12,"Campbell","Longwood","V",16,13,NA
2017,4,15,"Campbell","Gardner-Webb","H",22,6,NA
2017,4,19,"Campbell","High Point","V",10,17,NA
2017,4,22,"Campbell","Radford","V",11,9,NA
2017,5,5,"Campbell","Winthrop","N",11,9,NA
2017,5,7,"Campbell","High Point","V",5,19,NA
2017,1,30,"Canisius","Northwestern","V",7,9,NA
2017,2,13,"Canisius","Oregon","V",15,11,NA
2017,2,18,"Canisius","Syracuse","V",6,18,NA
2017,2,25,"Canisius","Columbia","H",11,12,NA
2017,2,28,"Canisius","Binghamton","V",18,12,NA
2017,3,3,"Canisius","Delaware","V",11,9,NA
2017,3,5,"Canisius","North Carolina","N",8,16,NA
2017,3,8,"Canisius","Duquesne","H",23,12,NA
2017,3,12,"Canisius","Michigan","V",18,10,NA
2017,3,25,"Canisius","Manhattan","V",15,5,NA
2017,4,1,"Canisius","Iona","H",18,5,NA
2017,4,5,"Canisius","Siena","H",25,11,NA
2017,4,8,"Canisius","Monmouth","V",18,3,NA
2017,4,12,"Canisius","Marist","V",18,6,NA
2017,4,15,"Canisius","Quinnipiac","H",22,4,NA
2017,4,22,"Canisius","Fairfield","V",15,10,NA
2017,4,26,"Canisius","Niagara","H",18,9,NA
2017,5,5,"Canisius","Niagara","H",16,6,NA
2017,5,7,"Canisius","Fairfield","H",13,10,NA
2017,5,12,"Canisius","Boston College","V",9,21,NA
2017,5,12,"Canisius","Boston College","V",NA,NA,NA
2017,2,18,"Central Conn. St.","Quinnipiac","V",9,10,NA
2017,2,22,"Central Conn. St.","Iona","V",6,15,NA
2017,3,1,"Central Conn. St.","Army West Point","H",11,13,NA
2017,3,4,"Central Conn. St.","Lafayette","H",6,17,NA
2017,3,10,"Central Conn. St.","Saint Mary's (CA)","H",21,12,NA
2017,3,15,"Central Conn. St.","American","V",9,12,NA
2017,3,17,"Central Conn. St.","La Salle","V",7,12,NA
2017,3,25,"Central Conn. St.","Hofstra","V",3,21,NA
2017,3,29,"Central Conn. St.","Fairfield","H",4,12,NA
2017,4,7,"Central Conn. St.","Sacred Heart","V",7,8,NA
2017,4,9,"Central Conn. St.","LIU Brooklyn","H",13,12,NA
2017,4,14,"Central Conn. St.","Bryant","V",5,19,NA
2017,4,21,"Central Conn. St.","Robert Morris","V",13,14,NA
2017,4,23,"Central Conn. St.","Saint Francis (PA)","V",18,13,NA
2017,4,28,"Central Conn. St.","Wagner","H",11,18,NA
2017,4,30,"Central Conn. St.","Mt. St. Mary's","H",8,7,NA
2017,2,16,"Central Mich.","Saint Francis (PA)","V",20,10,NA
2017,2,18,"Central Mich.","Robert Morris","V",6,21,NA
2017,2,23,"Central Mich.","Marquette","H",9,12,NA
2017,3,5,"Central Mich.","VCU","V",9,15,NA
2017,3,12,"Central Mich.","Cincinnati","H",4,15,NA
2017,3,14,"Central Mich.","Gardner-Webb","H",18,6,NA
2017,3,16,"Central Mich.","Butler","V",14,9,NA
2017,3,24,"Central Mich.","Mercer","H",8,15,NA
2017,3,26,"Central Mich.","Kennesaw St.","H",17,16,NA
2017,3,31,"Central Mich.","Coastal Caro.","H",9,15,NA
2017,4,2,"Central Mich.","Furman","H",11,12,NA
2017,4,7,"Central Mich.","Stetson","V",8,20,NA
2017,4,9,"Central Mich.","Jacksonville","V",5,17,NA
2017,4,13,"Central Mich.","Old Dominion","H",11,10,1
2017,4,21,"Central Mich.","Delaware St.","V",23,6,NA
2017,4,23,"Central Mich.","Howard","V",19,9,NA
2017,4,29,"Central Mich.","Detroit Mercy","H",12,17,NA
2017,2,19,"Cincinnati","Ohio St.","V",8,17,NA
2017,2,24,"Cincinnati","Coastal Caro.","V",8,19,NA
2017,2,26,"Cincinnati","Campbell","V",17,16,NA
2017,3,1,"Cincinnati","Louisville","V",8,14,NA
2017,3,10,"Cincinnati","Detroit Mercy","V",14,15,NA
2017,3,12,"Cincinnati","Central Mich.","V",15,4,NA
2017,3,17,"Cincinnati","Gardner-Webb","H",21,6,NA
2017,3,19,"Cincinnati","Marquette","H",10,16,NA
2017,3,24,"Cincinnati","Winthrop","H",17,12,NA
2017,3,26,"Cincinnati","Villanova","V",10,16,NA
2017,4,1,"Cincinnati","Butler","H",21,3,NA
2017,4,5,"Cincinnati","Temple","H",9,11,NA
2017,4,8,"Cincinnati","Florida","V",2,19,NA
2017,4,12,"Cincinnati","Georgetown","V",7,19,NA
2017,4,15,"Cincinnati","UConn","H",11,18,NA
2017,4,22,"Cincinnati","Vanderbilt","H",10,9,NA
2017,4,28,"Cincinnati","Denver","V",0,17,NA
2017,2,24,"Coastal Caro.","Cincinnati","H",19,8,NA
2017,3,6,"Coastal Caro.","UC Davis","V",11,7,NA
2017,3,8,"Coastal Caro.","Fresno St.","V",13,8,NA
2017,3,12,"Coastal Caro.","Vanderbilt","H",7,11,NA
2017,3,15,"Coastal Caro.","Louisville","H",6,13,NA
2017,3,18,"Coastal Caro.","George Mason","H",6,12,NA
2017,3,24,"Coastal Caro.","Elon","V",6,15,NA
2017,3,26,"Coastal Caro.","Furman","V",15,8,NA
2017,3,31,"Coastal Caro.","Central Mich.","V",15,9,NA
2017,4,2,"Coastal Caro.","Detroit Mercy","V",12,6,NA
2017,4,9,"Coastal Caro.","Old Dominion","H",12,13,NA
2017,4,13,"Coastal Caro.","Howard","H",23,3,NA
2017,4,15,"Coastal Caro.","Delaware St.","H",24,6,NA
2017,4,21,"Coastal Caro.","Jacksonville","H",12,8,NA
2017,4,23,"Coastal Caro.","Stetson","H",18,5,NA
2017,4,28,"Coastal Caro.","Kennesaw St.","V",14,11,NA
2017,4,30,"Coastal Caro.","Mercer","V",16,7,NA
2017,5,5,"Coastal Caro.","Mercer","N",14,8,NA
2017,5,7,"Coastal Caro.","Jacksonville","V",10,11,NA
2017,2,18,"Colgate","Vermont","H",14,11,NA
2017,2,22,"Colgate","Binghamton","H",12,16,NA
2017,2,25,"Colgate","Siena","H",16,8,NA
2017,2,28,"Colgate","Niagara","V",11,10,NA
2017,3,7,"Colgate","Cornell","V",6,13,NA
2017,3,12,"Colgate","Fresno St.","V",9,14,NA
2017,3,18,"Colgate","American","H",15,6,NA
2017,3,25,"Colgate","Lafayette","H",13,14,NA
2017,3,29,"Colgate","Boston U.","V",8,18,NA
2017,4,1,"Colgate","Loyola Maryland","V",12,19,NA
2017,4,8,"Colgate","Navy","H",10,20,NA
2017,4,15,"Colgate","Bucknell","V",11,12,NA
2017,4,19,"Colgate","Army West Point","H",9,11,NA
2017,4,22,"Colgate","Lehigh","V",13,8,NA
2017,4,29,"Colgate","Holy Cross","H",11,8,NA
2017,2,12,"Colorado","Northwestern","H",11,10,1
2017,2,17,"Colorado","Massachusetts","N",11,7,NA
2017,2,19,"Colorado","Stetson","V",22,3,NA
2017,2,26,"Colorado","UC Davis","H",18,5,NA
2017,3,3,"Colorado","Denver","H",14,3,NA
2017,3,5,"Colorado","Marquette","H",20,6,NA
2017,3,12,"Colorado","Penn St.","V",16,11,NA
2017,3,15,"Colorado","Winthrop","H",18,6,NA
2017,3,19,"Colorado","Oregon","H",16,11,NA
2017,3,25,"Colorado","Fresno St.","H",19,6,NA
2017,3,29,"Colorado","Delaware","V",9,7,NA
2017,3,31,"Colorado","Stony Brook","V",6,10,NA
2017,4,7,"Colorado","Stanford","H",13,8,NA
2017,4,14,"Colorado","Southern California","V",5,11,NA
2017,4,16,"Colorado","San Diego St.","V",17,5,NA
2017,4,21,"Colorado","Saint Mary's (CA)","V",24,5,NA
2017,4,23,"Colorado","California","V",18,6,NA
2017,4,28,"Colorado","Stanford","N",14,13,NA
2017,4,30,"Colorado","Southern California","V",11,16,NA
2017,5,12,"Colorado","Massachusetts","N",7,13,NA
2017,2,19,"Columbia","Drexel","V",8,14,NA
2017,2,22,"Columbia","Fairfield","H",13,11,NA
2017,2,25,"Columbia","Canisius","V",12,11,NA
2017,3,5,"Columbia","Dartmouth","H",17,10,NA
2017,3,11,"Columbia","Cornell","H",11,14,NA
2017,3,16,"Columbia","UC Davis","V",14,13,NA
2017,3,18,"Columbia","San Diego St.","V",14,11,NA
2017,3,22,"Columbia","Lehigh","V",11,12,1
2017,3,25,"Columbia","Harvard","V",8,10,NA
2017,3,29,"Columbia","Wagner","H",14,10,NA
2017,4,1,"Columbia","Hofstra","H",8,10,NA
2017,4,8,"Columbia","Yale","H",15,14,NA
2017,4,15,"Columbia","Penn","H",7,17,NA
2017,4,22,"Columbia","Brown","V",13,14,1
2017,4,29,"Columbia","Princeton","V",11,18,NA
2017,2,18,"Cornell","Villanova","V",18,6,NA
2017,2,25,"Cornell","Penn St.","H",8,9,NA
2017,3,4,"Cornell","Penn","V",10,4,NA
2017,3,7,"Cornell","Colgate","H",13,6,NA
2017,3,11,"Cornell","Columbia","V",14,11,NA
2017,3,19,"Cornell","Southern California","N",11,10,NA
2017,3,25,"Cornell","Yale","V",15,6,NA
2017,4,1,"Cornell","Rutgers","V",12,9,NA
2017,4,4,"Cornell","Binghamton","H",17,3,NA
2017,4,8,"Cornell","Brown","H",11,8,NA
2017,4,11,"Cornell","Albany (NY)","H",10,11,NA
2017,4,15,"Cornell","Dartmouth","V",14,12,NA
2017,4,18,"Cornell","Syracuse","V",8,11,NA
2017,4,22,"Cornell","Princeton","H",11,12,2
2017,4,29,"Cornell","Harvard","H",13,6,NA
2017,5,5,"Cornell","Harvard","H",16,11,NA
2017,5,7,"Cornell","Princeton","H",9,12,NA
2017,5,12,"Cornell","Notre Dame","N",12,7,NA
2017,5,14,"Cornell","Princeton","V",9,11,NA
2017,2,18,"Dartmouth","UMass Lowell","V",11,9,NA
2017,2,22,"Dartmouth","New Hampshire","V",18,8,NA
2017,2,25,"Dartmouth","Binghamton","H",15,11,NA
2017,3,1,"Dartmouth","Boston U.","V",19,7,NA
2017,3,5,"Dartmouth","Columbia","V",10,17,NA
2017,3,17,"Dartmouth","Southern California","H",8,19,NA
2017,3,25,"Dartmouth","Princeton","H",8,18,NA
2017,3,29,"Dartmouth","Siena","V",16,6,NA
2017,4,2,"Dartmouth","Harvard","H",12,17,NA
2017,4,8,"Dartmouth","Penn","V",6,17,NA
2017,4,12,"Dartmouth","Boston College","H",9,16,NA
2017,4,15,"Dartmouth","Cornell","H",12,14,NA
2017,4,19,"Dartmouth","Albany (NY)","H",8,11,NA
2017,4,22,"Dartmouth","Yale","V",12,11,NA
2017,4,29,"Dartmouth","Brown","H",12,8,NA
2017,2,11,"Davidson","Virginia Tech","V",7,13,NA
2017,2,21,"Davidson","Siena","H",14,7,NA
2017,2,26,"Davidson","William & Mary","H",10,9,NA
2017,3,5,"Davidson","Jacksonville","V",9,15,NA
2017,3,12,"Davidson","Campbell","H",8,9,NA
2017,3,19,"Davidson","Winthrop","V",5,10,NA
2017,3,26,"Davidson","Elon","V",7,15,NA
2017,3,31,"Davidson","Saint Joseph's","V",4,10,NA
2017,4,2,"Davidson","George Washington","H",14,11,NA
2017,4,7,"Davidson","Massachusetts","H",6,16,NA
2017,4,9,"Davidson","St. Bonaventure","H",13,1,NA
2017,4,13,"Davidson","Richmond","V",8,16,NA
2017,4,15,"Davidson","Duquesne","H",13,12,NA
2017,4,21,"Davidson","VCU","V",13,10,NA
2017,4,23,"Davidson","La Salle","V",17,6,NA
2017,4,29,"Davidson","George Mason","H",9,19,NA
2017,5,4,"Davidson","George Mason","N",14,13,NA
2017,5,5,"Davidson","Massachusetts","N",6,21,NA
2017,2,11,"Delaware","Georgetown","H",10,9,NA
2017,2,18,"Delaware","Penn","H",7,9,NA
2017,2,25,"Delaware","Rutgers","H",17,5,NA
2017,3,3,"Delaware","Canisius","H",9,11,NA
2017,3,8,"Delaware","Monmouth","V",19,9,NA
2017,3,11,"Delaware","Virginia Tech","H",7,15,NA
2017,3,16,"Delaware","Bryant","N",9,4,NA
2017,3,18,"Delaware","George Washington","V",13,2,NA
2017,3,29,"Delaware","Colorado","H",7,9,NA
2017,4,2,"Delaware","Princeton","V",4,16,NA
2017,4,9,"Delaware","Hofstra","H",17,9,NA
2017,4,14,"Delaware","William & Mary","V",11,2,NA
2017,4,16,"Delaware","Elon","V",3,6,NA
2017,4,21,"Delaware","Towson","H",5,8,NA
2017,4,23,"Delaware","James Madison","H",15,12,NA
2017,4,29,"Delaware","Drexel","V",16,9,NA
2017,5,5,"Delaware","James Madison","N",10,11,1
2017,3,4,"Delaware St.","Radford","V",6,24,NA
2017,3,26,"Delaware St.","Howard","V",17,14,NA
2017,3,31,"Delaware St.","Jacksonville","H",4,23,NA
2017,4,2,"Delaware St.","Stetson","H",0,24,NA
2017,4,7,"Delaware St.","Kennesaw St.","V",3,26,NA
2017,4,9,"Delaware St.","Mercer","V",1,26,NA
2017,4,13,"Delaware St.","Furman","V",5,18,NA
2017,4,15,"Delaware St.","Coastal Caro.","V",6,24,NA
2017,4,21,"Delaware St.","Central Mich.","H",6,23,NA
2017,4,23,"Delaware St.","Detroit Mercy","H",5,19,NA
2017,4,29,"Delaware St.","Old Dominion","H",5,20,NA
2017,2,4,"Denver","San Diego St.","V",15,10,NA
2017,2,10,"Denver","California","V",15,5,NA
2017,2,12,"Denver","Stanford","V",10,7,NA
2017,2,18,"Denver","Louisville","H",11,10,3
2017,2,24,"Denver","UC Davis","H",16,6,NA
2017,3,3,"Denver","Colorado","V",3,14,NA
2017,3,12,"Denver","Vermont","H",14,4,NA
2017,3,19,"Denver","Temple","H",14,6,NA
2017,3,25,"Denver","Florida","V",8,15,NA
2017,4,2,"Denver","UConn","H",16,11,NA
2017,4,5,"Denver","Butler","V",20,3,NA
2017,4,8,"Denver","Marquette","H",18,12,NA
2017,4,12,"Denver","Vanderbilt","H",17,4,NA
2017,4,15,"Denver","Villanova","V",17,10,NA
2017,4,22,"Denver","Georgetown","V",7,9,NA
2017,4,28,"Denver","Cincinnati","H",17,0,NA
2017,5,4,"Denver","Georgetown","N",9,8,NA
2017,5,6,"Denver","Florida","N",12,18,NA
2017,2,11,"Detroit Mercy","Notre Dame","V",9,24,NA
2017,2,18,"Detroit Mercy","Butler","H",20,9,NA
2017,2,26,"Detroit Mercy","San Diego St.","H",7,18,NA
2017,3,4,"Detroit Mercy","Robert Morris","V",7,9,NA
2017,3,6,"Detroit Mercy","Duquesne","V",10,11,NA
2017,3,10,"Detroit Mercy","Cincinnati","H",15,14,NA
2017,3,15,"Detroit Mercy","Michigan","V",11,21,NA
2017,3,24,"Detroit Mercy","Kennesaw St.","H",12,21,NA
2017,3,26,"Detroit Mercy","Mercer","H",7,9,NA
2017,3,31,"Detroit Mercy","Furman","H",6,12,NA
2017,4,2,"Detroit Mercy","Coastal Caro.","H",6,12,NA
2017,4,7,"Detroit Mercy","Jacksonville","V",7,22,NA
2017,4,9,"Detroit Mercy","Stetson","V",12,14,NA
2017,4,15,"Detroit Mercy","Old Dominion","H",15,8,NA
2017,4,21,"Detroit Mercy","Howard","V",20,5,NA
2017,4,23,"Detroit Mercy","Delaware St.","V",19,5,NA
2017,4,29,"Detroit Mercy","Central Mich.","V",17,12,NA
2017,2,5,"Drexel","Duke","V",7,9,NA
2017,2,19,"Drexel","Columbia","H",14,8,NA
2017,2,25,"Drexel","American","V",14,3,NA
2017,3,1,"Drexel","Monmouth","V",11,9,NA
2017,3,4,"Drexel","Rutgers","H",8,9,1
2017,3,11,"Drexel","Villanova","H",8,7,NA
2017,3,19,"Drexel","Albany (NY)","V",7,20,NA
2017,3,26,"Drexel","High Point","H",10,11,NA
2017,3,29,"Drexel","Penn St.","H",6,15,NA
2017,4,2,"Drexel","UC Davis","H",12,8,NA
2017,4,7,"Drexel","Hofstra","H",12,11,NA
2017,4,14,"Drexel","Elon","V",2,15,NA
2017,4,16,"Drexel","William & Mary","V",12,8,NA
2017,4,21,"Drexel","James Madison","H",7,19,NA
2017,4,23,"Drexel","Towson","V",7,14,NA
2017,4,29,"Drexel","Delaware","H",9,16,NA
2017,2,5,"Duke","Drexel","H",9,7,NA
2017,2,10,"Duke","Furman","H",20,5,NA
2017,2,12,"Duke","Navy","H",20,12,NA
2017,2,18,"Duke","Stanford","N",12,8,NA
2017,2,26,"Duke","Notre Dame","H",11,12,NA
2017,3,4,"Duke","Virginia Tech","H",6,11,NA
