"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2017,5,20,"Abilene Christian","A&M-Corpus Chris","V",3,7,NA,2
2017,5,25,"Abilene Christian","Oregon St.","V",0,9,NA,2
2017,5,26,"Abilene Christian","Oregon St.","V",4,5,NA,2
2017,5,27,"Abilene Christian","Oregon St.","V",0,11,NA,2
2017,5,28,"Abilene Christian","Oregon St.","V",2,4,NA,2
2017,2,17,"Air Force","Army West Point","N",8,7,NA,2
2017,2,18,"Air Force","Tulane","V",3,4,NA,2
2017,2,18,"Air Force","Tulane","V",3,2,NA,2
2017,2,19,"Air Force","LSU","V",3,10,NA,2
2017,2,24,"Air Force","Navy","N",3,11,NA,2
2017,2,25,"Air Force","Navy","N",19,8,NA,2
2017,2,26,"Air Force","Navy","N",3,2,NA,2
2017,3,3,"Air Force","New Mexico","H",5,19,NA,2
2017,3,4,"Air Force","New Mexico","H",16,24,NA,2
2017,3,5,"Air Force","New Mexico","H",7,16,NA,2
2017,3,8,"Air Force","Creighton","H",12,9,NA,2
2017,3,8,"Air Force","Creighton","H",7,5,NA,2
2017,3,10,"Air Force","UNLV","V",9,10,NA,2
2017,3,11,"Air Force","UNLV","V",5,6,NA,2
2017,3,12,"Air Force","UNLV","V",5,6,NA,2
2017,3,14,"Air Force","Portland","H",11,3,NA,2
2017,3,15,"Air Force","Portland","H",11,10,NA,2
2017,3,17,"Air Force","Fresno St.","H",14,5,NA,2
2017,3,18,"Air Force","Fresno St.","H",8,10,NA,2
2017,3,19,"Air Force","Fresno St.","H",7,15,NA,2
2017,3,24,"Air Force","Nevada","V",2,10,NA,2
2017,3,25,"Air Force","Nevada","V",7,3,NA,2
2017,3,26,"Air Force","Nevada","V",8,9,NA,2
2017,3,28,"Air Force","Omaha","V",1,0,NA,2
2017,4,1,"Air Force","Northwestern","V",11,3,NA,2
2017,4,1,"Air Force","Northwestern","V",6,7,NA,2
2017,4,2,"Air Force","Northwestern","V",2,3,NA,2
2017,4,7,"Air Force","UNLV","H",23,9,NA,2
2017,4,8,"Air Force","UNLV","H",10,5,NA,2
2017,4,9,"Air Force","UNLV","H",4,7,NA,2
2017,4,11,"Air Force","Northern Colo.","V",8,9,NA,2
2017,4,13,"Air Force","Fresno St.","V",5,7,NA,2
2017,4,14,"Air Force","Fresno St.","V",10,5,NA,2
2017,4,15,"Air Force","Fresno St.","V",7,8,NA,2
2017,4,18,"Air Force","Omaha","H",24,5,NA,2
2017,4,19,"Air Force","Omaha","H",16,17,NA,2
2017,4,21,"Air Force","San Jose St.","V",12,6,NA,2
2017,4,22,"Air Force","San Jose St.","V",9,7,NA,2
2017,4,23,"Air Force","San Jose St.","V",9,5,NA,2
2017,4,28,"Air Force","Nevada","H",10,7,NA,2
2017,4,30,"Air Force","Nevada","H",4,3,NA,2
2017,5,5,"Air Force","New Mexico","V",18,14,NA,2
2017,5,6,"Air Force","New Mexico","V",10,17,NA,2
2017,5,7,"Air Force","New Mexico","V",6,11,NA,2
2017,5,12,"Air Force","San Diego St.","H",9,1,NA,2
2017,5,13,"Air Force","San Diego St.","H",11,18,NA,2
2017,5,14,"Air Force","San Diego St.","H",5,17,NA,2
2017,5,16,"Air Force","Northern Colo.","H",11,13,NA,2
2017,5,18,"Air Force","Charleston So.","V",7,6,NA,2
2017,5,19,"Air Force","Charleston So.","V",5,4,NA,2
2017,5,20,"Air Force","Charleston So.","V",3,4,NA,2
2017,2,17,"Alabama","Presbyterian","H",4,3,NA,2
2017,2,18,"Alabama","Presbyterian","H",8,1,NA,2
2017,2,19,"Alabama","Presbyterian","H",3,4,NA,2
2017,2,22,"Alabama","Southern Miss.","H",12,5,NA,2
2017,2,24,"Alabama","Oral Roberts","H",3,6,NA,2
2017,2,25,"Alabama","Oral Roberts","H",4,5,NA,2
2017,2,26,"Alabama","Oral Roberts","H",2,5,NA,2
2017,2,28,"Alabama","Jacksonville St.","H",1,2,NA,2
2017,3,3,"Alabama","La.-Monroe","H",4,3,NA,2
2017,3,4,"Alabama","La.-Monroe","H",6,2,NA,2
2017,3,5,"Alabama","La.-Monroe","H",10,3,NA,2
2017,3,9,"Alabama","Ark.-Pine Bluff","H",6,5,NA,2
2017,3,10,"Alabama","Ark.-Pine Bluff","H",14,1,NA,2
2017,3,12,"Alabama","Ark.-Pine Bluff","H",12,2,NA,2
2017,3,12,"Alabama","Ark.-Pine Bluff","H",3,8,NA,2
2017,3,14,"Alabama","Eastern Ill.","H",5,0,NA,2
2017,3,15,"Alabama","Samford","H",3,10,NA,2
2017,3,17,"Alabama","Missouri","H",0,3,NA,2
2017,3,18,"Alabama","Missouri","H",4,7,NA,2
2017,3,19,"Alabama","Missouri","H",5,9,NA,2
2017,3,21,"Alabama","UAB","V",4,1,NA,2
2017,3,24,"Alabama","South Carolina","V",4,2,NA,2
2017,3,25,"Alabama","South Carolina","V",5,6,NA,2
2017,3,26,"Alabama","South Carolina","V",2,4,NA,2
2017,3,28,"Alabama","Auburn","N",3,4,NA,2
2017,3,31,"Alabama","Arkansas","H",1,7,NA,2
2017,4,1,"Alabama","Arkansas","H",7,1,NA,2
2017,4,2,"Alabama","Arkansas","H",5,8,NA,2
2017,4,4,"Alabama","Troy","V",11,12,NA,2
2017,4,7,"Alabama","Ole Miss","V",2,7,NA,2
2017,4,8,"Alabama","Ole Miss","V",4,5,NA,2
2017,4,9,"Alabama","Ole Miss","V",2,8,NA,2
2017,4,11,"Alabama","UAB","H",6,4,NA,2
2017,4,13,"Alabama","Texas A&M","H",5,9,NA,2
2017,4,14,"Alabama","Texas A&M","H",2,8,NA,2
2017,4,15,"Alabama","Texas A&M","H",2,3,NA,2
2017,4,18,"Alabama","Alcorn","H",18,1,NA,2
2017,4,20,"Alabama","Mississippi St.","V",5,6,NA,2
2017,4,21,"Alabama","Mississippi St.","V",12,13,NA,2
2017,4,21,"Alabama","Mississippi St.","V",3,4,NA,2
2017,4,25,"Alabama","Jacksonville St.","H",8,11,NA,2
2017,4,27,"Alabama","LSU","H",2,8,NA,2
2017,4,28,"Alabama","LSU","H",4,7,NA,2
2017,4,29,"Alabama","LSU","H",3,4,NA,2
2017,5,6,"Alabama","Auburn","V",4,3,NA,2
2017,5,6,"Alabama","Auburn","V",7,6,NA,2
2017,5,7,"Alabama","Auburn","V",11,9,NA,2
2017,5,10,"Alabama","Grambling","H",12,2,NA,2
2017,5,12,"Alabama","Florida","H",1,2,NA,2
2017,5,13,"Alabama","Florida","H",6,13,NA,2
2017,5,14,"Alabama","Florida","H",5,10,NA,2
2017,5,18,"Alabama","Vanderbilt","V",1,18,NA,2
2017,5,19,"Alabama","Vanderbilt","V",1,13,NA,2
2017,5,20,"Alabama","Vanderbilt","V",3,3,NA,2
2017,2,17,"Alabama A&M","Fort Wayne","H",8,6,NA,2
2017,2,18,"Alabama A&M","Fort Wayne","H",5,3,NA,2
2017,2,19,"Alabama A&M","Fort Wayne","H",1,15,NA,2
2017,2,19,"Alabama A&M","Fort Wayne","H",6,10,NA,2
2017,2,22,"Alabama A&M","South Ala.","V",1,11,NA,2
2017,2,24,"Alabama A&M","Savannah St.","V",4,6,NA,2
2017,2,25,"Alabama A&M","Savannah St.","V",4,3,NA,2
2017,2,25,"Alabama A&M","Savannah St.","V",0,10,NA,2
2017,2,26,"Alabama A&M","Savannah St.","V",1,17,NA,2
2017,3,3,"Alabama A&M","Alabama St.","V",2,14,NA,2
2017,3,4,"Alabama A&M","Alabama St.","V",5,2,NA,2
2017,3,5,"Alabama A&M","Alabama St.","V",4,5,NA,2
2017,3,8,"Alabama A&M","UAB","V",2,8,NA,2
2017,3,8,"Alabama A&M","UAB","V",1,7,NA,2
2017,3,10,"Alabama A&M","Texas St.","V",2,7,NA,2
2017,3,12,"Alabama A&M","Texas St.","V",0,10,NA,2
2017,3,12,"Alabama A&M","Texas St.","V",3,8,NA,2
2017,3,14,"Alabama A&M","Eastern Ky.","V",6,16,NA,2
2017,3,15,"Alabama A&M","Eastern Ky.","V",0,19,NA,2
2017,3,17,"Alabama A&M","Mississippi Val.","H",9,6,NA,2
2017,3,18,"Alabama A&M","Mississippi Val.","H",4,6,NA,2
2017,3,19,"Alabama A&M","Mississippi Val.","H",3,4,NA,2
2017,3,22,"Alabama A&M","Tennessee Tech","V",3,17,NA,2
2017,3,24,"Alabama A&M","Alcorn","V",4,0,NA,2
2017,3,25,"Alabama A&M","Alcorn","V",7,0,NA,2
2017,3,26,"Alabama A&M","Alcorn","V",13,10,NA,2
2017,3,28,"Alabama A&M","Morehead St.","V",6,13,NA,2
2017,3,29,"Alabama A&M","Morehead St.","V",2,12,NA,2
2017,3,31,"Alabama A&M","Jackson St.","H",3,6,NA,2
2017,4,1,"Alabama A&M","Jackson St.","H",2,14,NA,2
2017,4,2,"Alabama A&M","Jackson St.","H",3,9,NA,2
2017,4,4,"Alabama A&M","Samford","V",3,11,NA,2
2017,4,7,"Alabama A&M","Alabama St.","N",2,9,NA,2
2017,4,8,"Alabama A&M","Alabama St.","H",3,5,NA,2
2017,4,9,"Alabama A&M","Alabama St.","H",2,11,NA,2
2017,4,15,"Alabama A&M","Ark.-Pine Bluff","H",4,5,NA,2
2017,4,15,"Alabama A&M","Ark.-Pine Bluff","H",1,4,NA,2
2017,4,16,"Alabama A&M","Ark.-Pine Bluff","H",5,9,NA,2
2017,4,18,"Alabama A&M","Tennessee Tech","H",4,10,NA,2
2017,4,21,"Alabama A&M","Mississippi Val.","V",3,5,NA,2
2017,4,22,"Alabama A&M","Mississippi Val.","V",1,0,NA,2
2017,4,23,"Alabama A&M","Mississippi Val.","V",3,1,NA,2
2017,4,25,"Alabama A&M","Samford","H",1,31,NA,2
2017,4,26,"Alabama A&M","UT Martin","V",2,12,NA,2
2017,4,28,"Alabama A&M","Alcorn","H",8,6,NA,2
2017,4,29,"Alabama A&M","Alcorn","H",12,1,NA,2
2017,4,30,"Alabama A&M","Alcorn","H",1,12,NA,2
2017,5,3,"Alabama A&M","UT Martin","H",0,6,NA,2
2017,5,5,"Alabama A&M","Jackson St.","V",2,6,NA,2
2017,5,6,"Alabama A&M","Jackson St.","V",5,7,NA,2
2017,5,7,"Alabama A&M","Jackson St.","V",3,10,NA,2
2017,5,9,"Alabama A&M","Lipscomb","V",4,9,NA,2
2017,5,10,"Alabama A&M","Belmont","V",7,10,NA,2
2017,5,17,"Alabama A&M","Texas Southern","N",4,7,NA,2
2017,5,18,"Alabama A&M","Southern U.","H",2,6,NA,2
2017,2,17,"Alabama St.","Louisville","N",0,7,NA,2
2017,2,18,"Alabama St.","Ball St.","N",2,3,NA,2
2017,2,19,"Alabama St.","Maryland","N",7,9,NA,2
2017,2,22,"Alabama St.","UAB","H",7,2,NA,2
2017,2,24,"Alabama St.","Morehead St.","N",1,8,NA,2
2017,2,24,"Alabama St.","Iowa","N",2,9,NA,2
2017,2,25,"Alabama St.","Morehead St.","N",5,7,NA,2
2017,2,25,"Alabama St.","Iowa","N",4,3,NA,2
2017,2,28,"Alabama St.","Ohio","N",12,6,NA,2
2017,3,3,"Alabama St.","Alabama A&M","H",14,2,NA,2
2017,3,4,"Alabama St.","Alabama A&M","H",2,5,NA,2
2017,3,5,"Alabama St.","Alabama A&M","H",5,4,NA,2
2017,3,8,"Alabama St.","Samford","H",7,10,NA,2
2017,3,10,"Alabama St.","Jackson St.","V",5,0,NA,2
2017,3,11,"Alabama St.","Jackson St.","V",15,7,NA,2
2017,3,12,"Alabama St.","Jackson St.","V",1,4,NA,2
2017,3,14,"Alabama St.","Army West Point","N",6,13,NA,2
2017,3,15,"Alabama St.","Army West Point","N",4,5,NA,2
2017,3,17,"Alabama St.","Houston","V",2,10,NA,2
2017,3,18,"Alabama St.","Houston","V",1,4,NA,2
2017,3,19,"Alabama St.","Houston","V",11,19,NA,2
2017,3,21,"Alabama St.","South Ala.","H",4,13,NA,2
2017,3,24,"Alabama St.","Mississippi Val.","V",14,2,NA,2
2017,3,26,"Alabama St.","Mississippi Val.","V",7,6,NA,2
2017,3,26,"Alabama St.","Mississippi Val.","V",7,5,NA,2
2017,3,29,"Alabama St.","Florida A&M","V",6,5,NA,2
2017,3,31,"Alabama St.","Alcorn","H",10,0,NA,2
2017,4,1,"Alabama St.","Alcorn","H",9,4,NA,2
2017,4,2,"Alabama St.","Alcorn","H",6,4,NA,2
2017,4,7,"Alabama St.","Alabama A&M","N",9,2,NA,2
2017,4,8,"Alabama St.","Alabama A&M","V",5,3,NA,2
2017,4,9,"Alabama St.","Alabama A&M","V",11,2,NA,2
2017,4,11,"Alabama St.","Troy","H",4,6,NA,2
2017,4,14,"Alabama St.","Jackson St.","H",2,4,NA,2
2017,4,15,"Alabama St.","Jackson St.","H",1,16,NA,2
2017,4,16,"Alabama St.","Jackson St.","H",3,8,NA,2
2017,4,18,"Alabama St.","Jacksonville St.","V",6,5,NA,2
2017,4,19,"Alabama St.","South Ala.","V",4,6,NA,2
2017,4,21,"Alabama St.","Grambling","N",12,4,NA,2
2017,4,22,"Alabama St.","Grambling","N",4,3,NA,2
2017,4,23,"Alabama St.","Grambling","N",16,4,NA,2
2017,4,26,"Alabama St.","Samford","V",4,14,NA,2
2017,4,28,"Alabama St.","Mississippi Val.","H",12,3,NA,2
2017,4,29,"Alabama St.","Mississippi Val.","H",10,5,NA,2
2017,4,30,"Alabama St.","Mississippi Val.","H",2,7,NA,2
2017,5,2,"Alabama St.","Jacksonville St.","H",4,3,NA,2
2017,5,3,"Alabama St.","UAB","V",4,5,NA,2
2017,5,5,"Alabama St.","Alcorn","V",8,3,NA,2
2017,5,6,"Alabama St.","Alcorn","V",12,3,NA,2
2017,5,7,"Alabama St.","Alcorn","V",10,2,NA,2
2017,5,9,"Alabama St.","Jacksonville St.","H",9,4,NA,2
2017,5,10,"Alabama St.","Troy","V",3,4,NA,2
2017,5,17,"Alabama St.","Prairie View","N",13,5,NA,2
2017,5,18,"Alabama St.","Alcorn","N",6,1,NA,2
2017,5,19,"Alabama St.","Prairie View","N",25,3,NA,2
2017,5,21,"Alabama St.","Texas Southern","N",2,4,NA,2
2017,2,25,"Albany (NY)","Longwood","V",11,3,NA,2
2017,2,25,"Albany (NY)","Longwood","V",6,11,NA,2
2017,2,26,"Albany (NY)","Longwood","V",13,6,NA,2
2017,3,3,"Albany (NY)","San Francisco","N",11,12,NA,2
2017,3,3,"Albany (NY)","Winthrop","N",3,2,NA,2
2017,3,4,"Albany (NY)","Coastal Caro.","V",0,14,NA,2
2017,3,5,"Albany (NY)","Winthrop","N",7,9,NA,2
2017,3,9,"Albany (NY)","NYIT","V",0,3,NA,2
2017,3,9,"Albany (NY)","NYIT","V",8,1,NA,2
2017,3,18,"Albany (NY)","Hofstra","N",7,6,NA,2
2017,3,18,"Albany (NY)","Hofstra","N",4,3,NA,2
2017,3,19,"Albany (NY)","Hofstra","N",3,1,NA,2
2017,3,21,"Albany (NY)","Brown","V",5,13,NA,2
2017,3,25,"Albany (NY)","UMBC","V",9,1,NA,2
2017,3,25,"Albany (NY)","UMBC","V",6,7,NA,2
2017,3,26,"Albany (NY)","UMBC","V",3,9,NA,2
2017,3,29,"Albany (NY)","Fordham","V",3,7,NA,2
2017,4,1,"Albany (NY)","Stony Brook","V",8,3,NA,2
2017,4,2,"Albany (NY)","Stony Brook","V",1,7,NA,2
2017,4,2,"Albany (NY)","Stony Brook","V",3,8,NA,2
2017,4,8,"Albany (NY)","UMass Lowell","H",0,4,NA,2
2017,4,8,"Albany (NY)","UMass Lowell","H",4,2,NA,2
2017,4,9,"Albany (NY)","UMass Lowell","H",0,18,NA,2
2017,4,11,"Albany (NY)","St. John's (NY)","V",3,9,NA,2
2017,4,12,"Albany (NY)","Manhattan","V",16,5,NA,2
2017,4,14,"Albany (NY)","Binghamton","H",2,7,NA,2
2017,4,15,"Albany (NY)","Binghamton","H",0,3,NA,2
2017,4,15,"Albany (NY)","Binghamton","H",3,4,NA,2
2017,4,18,"Albany (NY)","Army West Point","V",10,13,NA,2
2017,4,22,"Albany (NY)","Marist","V",1,2,NA,2
2017,4,22,"Albany (NY)","Marist","V",4,3,NA,2
2017,4,23,"Albany (NY)","Marist","H",6,9,NA,2
2017,4,23,"Albany (NY)","Marist","H",8,2,NA,2
2017,4,26,"Albany (NY)","Iona","V",8,4,NA,2
2017,4,29,"Albany (NY)","UMBC","H",2,5,NA,2
2017,4,29,"Albany (NY)","UMBC","H",8,15,NA,2
2017,4,30,"Albany (NY)","UMBC","H",10,2,NA,2
2017,5,2,"Albany (NY)","Manhattan","H",7,3,NA,2
2017,5,3,"Albany (NY)","Monmouth","H",4,3,NA,2
2017,5,6,"Albany (NY)","Stony Brook","H",3,2,NA,2
2017,5,6,"Albany (NY)","Stony Brook","H",4,2,NA,2
2017,5,12,"Albany (NY)","Hartford","V",3,4,NA,2
2017,5,12,"Albany (NY)","Hartford","V",6,3,NA,2
2017,5,13,"Albany (NY)","Hartford","V",7,4,NA,2
2017,5,16,"Albany (NY)","Sacred Heart","H",14,13,NA,2
2017,5,19,"Albany (NY)","Maine","V",7,6,NA,2
2017,5,19,"Albany (NY)","Maine","V",3,2,NA,2
2017,5,20,"Albany (NY)","Maine","V",1,2,NA,2
2017,5,24,"Albany (NY)","Maine","N",3,0,NA,2
2017,5,25,"Albany (NY)","Binghamton","V",7,3,NA,2
2017,5,27,"Albany (NY)","UMBC","N",0,9,NA,2
2017,5,27,"Albany (NY)","Maine","N",5,12,NA,2
2017,2,17,"Alcorn","Grambling","N",1,4,NA,2
2017,2,18,"Alcorn","Prairie View","N",11,3,NA,2
2017,2,19,"Alcorn","Southern U.","N",6,5,NA,2
2017,2,20,"Alcorn","Murray St.","H",8,11,NA,2
2017,2,24,"Alcorn","Butler","H",2,3,NA,2
2017,2,25,"Alcorn","Butler","H",0,5,NA,2
2017,2,25,"Alcorn","Butler","H",13,8,NA,2
2017,2,26,"Alcorn","Butler","H",5,1,NA,2
2017,3,3,"Alcorn","New Orleans","V",0,10,NA,2
2017,3,4,"Alcorn","New Orleans","V",0,14,NA,2
2017,3,5,"Alcorn","New Orleans","V",6,7,NA,2
2017,3,10,"Alcorn","Mississippi Val.","H",1,5,NA,2
2017,3,11,"Alcorn","Mississippi Val.","H",3,2,NA,2
2017,3,12,"Alcorn","Mississippi Val.","H",4,3,NA,2
2017,3,14,"Alcorn","Arkansas","V",2,3,NA,2
2017,3,15,"Alcorn","Arkansas","V",3,11,NA,2
2017,3,17,"Alcorn","Jackson St.","N",5,4,NA,2
2017,3,18,"Alcorn","Jackson St.","V",4,16,NA,2
2017,3,19,"Alcorn","Jackson St.","V",6,11,NA,2
2017,3,24,"Alcorn","Alabama A&M","H",0,4,NA,2
2017,3,25,"Alcorn","Alabama A&M","H",0,7,NA,2
2017,3,26,"Alcorn","Alabama A&M","H",10,13,NA,2
2017,3,28,"Alcorn","Nicholls St.","V",5,13,NA,2
2017,3,29,"Alcorn","Nicholls St.","V",6,7,NA,2
2017,3,31,"Alcorn","Alabama St.","V",0,10,NA,2
2017,4,1,"Alcorn","Alabama St.","V",4,9,NA,2
2017,4,2,"Alcorn","Alabama St.","V",4,6,NA,2
2017,4,5,"Alcorn","Memphis","V",7,18,NA,2
2017,4,13,"Alcorn","Mississippi Val.","V",11,3,NA,2
2017,4,14,"Alcorn","Mississippi Val.","V",3,5,NA,2
2017,4,15,"Alcorn","Mississippi Val.","V",13,0,NA,2
2017,4,18,"Alcorn","Alabama","V",1,18,NA,2
2017,4,21,"Alcorn","Jackson St.","H",2,13,NA,2
2017,4,22,"Alcorn","Jackson St.","H",9,6,NA,2
2017,4,23,"Alcorn","Jackson St.","H",4,9,NA,2
2017,4,25,"Alcorn","Southeastern La.","V",3,21,NA,2
2017,4,28,"Alcorn","Alabama A&M","V",6,8,NA,2
2017,4,29,"Alcorn","Alabama A&M","V",1,12,NA,2
2017,4,30,"Alcorn","Alabama A&M","V",12,1,NA,2
2017,5,5,"Alcorn","Alabama St.","H",3,8,NA,2
2017,5,6,"Alcorn","Alabama St.","H",3,12,NA,2
2017,5,7,"Alcorn","Alabama St.","H",2,10,NA,2
2017,5,17,"Alcorn","Grambling","V",7,6,NA,2
2017,5,18,"Alcorn","Alabama St.","N",1,6,NA,2
2017,5,19,"Alcorn","Prairie View","N",3,4,NA,2
2017,2,17,"Appalachian St.","VMI","N",5,11,NA,2
2017,2,18,"Appalachian St.","George Mason","N",1,3,NA,2
2017,2,18,"Appalachian St.","VMI","N",3,1,NA,2
2017,2,19,"Appalachian St.","UNCW","V",5,6,NA,2
2017,2,24,"Appalachian St.","Gardner-Webb","V",5,4,NA,2
