"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2018,5,6,"Abilene Christian","Central Ark.","H",NA,NA,NA,2
2018,5,11,"Abilene Christian","Northwestern St.","V",NA,NA,NA,2
2018,5,12,"Abilene Christian","Northwestern St.","V",NA,NA,NA,2
2018,5,13,"Abilene Christian","Northwestern St.","V",NA,NA,NA,2
2018,5,15,"Abilene Christian","UTSA","V",NA,NA,NA,2
2018,5,17,"Abilene Christian","A&M-Corpus Christi","H",NA,NA,NA,2
2018,5,18,"Abilene Christian","A&M-Corpus Christi","H",NA,NA,NA,2
2018,5,19,"Abilene Christian","A&M-Corpus Christi","H",NA,NA,NA,2
2018,2,16,"Air Force","Hawaii","V",0,4,NA,2
2018,2,17,"Air Force","Hawaii","V",1,4,NA,2
2018,2,18,"Air Force","Hawaii","V",1,2,NA,2
2018,2,23,"Air Force","Navy","N",1,16,NA,2
2018,2,24,"Air Force","Navy","N",4,6,NA,2
2018,2,25,"Air Force","Navy","N",11,10,NA,2
2018,2,26,"Air Force","NC State","V",5,15,NA,2
2018,3,2,"Air Force","DBU","V",3,11,NA,2
2018,3,3,"Air Force","DBU","V",1,7,NA,2
2018,3,4,"Air Force","DBU","V",6,0,NA,2
2018,3,6,"Air Force","South Dakota St.","H",8,7,NA,2
2018,3,7,"Air Force","South Dakota St.","H",11,7,NA,2
2018,3,9,"Air Force","San Diego St.","V",2,3,NA,2
2018,3,11,"Air Force","San Diego St.","V",2,3,NA,2
2018,3,11,"Air Force","San Diego St.","V",7,3,NA,2
2018,3,16,"Air Force","UNLV","H",6,11,NA,2
2018,3,17,"Air Force","UNLV","H",15,19,NA,2
2018,3,18,"Air Force","UNLV","H",15,12,NA,2
2018,3,20,"Air Force","Northern Colo.","V",12,6,NA,2
2018,3,23,"Air Force","New Mexico","V",NA,NA,NA,2
2018,3,24,"Air Force","New Mexico","V",NA,NA,NA,2
2018,3,25,"Air Force","New Mexico","V",NA,NA,NA,2
2018,3,29,"Air Force","San Jose St.","H",NA,NA,NA,2
2018,3,30,"Air Force","San Jose St.","H",NA,NA,NA,2
2018,3,31,"Air Force","San Jose St.","H",NA,NA,NA,2
2018,4,2,"Air Force","Utah Valley","V",NA,NA,NA,2
2018,4,3,"Air Force","Utah Valley","V",NA,NA,NA,2
2018,4,6,"Air Force","San Diego St.","H",NA,NA,NA,2
2018,4,7,"Air Force","San Diego St.","H",NA,NA,NA,2
2018,4,8,"Air Force","San Diego St.","H",NA,NA,NA,2
2018,4,10,"Air Force","Seattle U","V",NA,NA,NA,2
2018,4,11,"Air Force","Seattle U","V",NA,NA,NA,2
2018,4,13,"Air Force","UNLV","V",NA,NA,NA,2
2018,4,14,"Air Force","UNLV","V",NA,NA,NA,2
2018,4,15,"Air Force","UNLV","V",NA,NA,NA,2
2018,4,17,"Air Force","Northern Colo.","V",NA,NA,NA,2
2018,4,20,"Air Force","Nevada","H",NA,NA,NA,2
2018,4,21,"Air Force","Nevada","H",NA,NA,NA,2
2018,4,22,"Air Force","Nevada","H",NA,NA,NA,2
2018,4,27,"Air Force","Fresno St.","V",NA,NA,NA,2
2018,4,28,"Air Force","Fresno St.","V",NA,NA,NA,2
2018,4,29,"Air Force","Fresno St.","V",NA,NA,NA,2
2018,5,4,"Air Force","Chicago St.","H",NA,NA,NA,2
2018,5,5,"Air Force","Chicago St.","H",NA,NA,NA,2
2018,5,6,"Air Force","Chicago St.","H",NA,NA,NA,2
2018,5,11,"Air Force","New Mexico","H",NA,NA,NA,2
2018,5,12,"Air Force","New Mexico","H",NA,NA,NA,2
2018,5,13,"Air Force","New Mexico","H",NA,NA,NA,2
2018,5,15,"Air Force","Northern Colo.","H",NA,NA,NA,2
2018,5,17,"Air Force","San Jose St.","V",NA,NA,NA,2
2018,5,18,"Air Force","San Jose St.","V",NA,NA,NA,2
2018,5,19,"Air Force","San Jose St.","V",NA,NA,NA,2
2018,2,16,"Alabama","Valparaiso","H",16,2,NA,2
2018,2,17,"Alabama","Valparaiso","H",6,5,NA,2
2018,2,18,"Alabama","Valparaiso","H",12,6,NA,2
2018,2,20,"Alabama","Middle Tenn.","H",4,0,NA,2
2018,2,23,"Alabama","Washington St.","H",12,4,NA,2
2018,2,23,"Alabama","Washington St.","H",8,2,NA,2
2018,2,24,"Alabama","Washington St.","H",9,3,NA,2
2018,2,27,"Alabama","Samford","V",13,3,NA,2
2018,2,28,"Alabama","Alabama St.","H",11,1,NA,2
2018,3,2,"Alabama","Oklahoma","V",1,2,NA,2
2018,3,3,"Alabama","Oklahoma","V",4,16,NA,2
2018,3,4,"Alabama","Oklahoma","V",13,1,NA,2
2018,3,7,"Alabama","Southern Miss.","H",3,0,NA,2
2018,3,9,"Alabama","New Mexico St.","H",0,3,NA,2
2018,3,9,"Alabama","New Mexico St.","H",3,1,NA,2
2018,3,10,"Alabama","New Mexico St.","H",5,2,NA,2
2018,3,13,"Alabama","Alabama A&M","H",15,0,NA,2
2018,3,14,"Alabama","Alabama A&M","H",14,0,NA,2
2018,3,16,"Alabama","Georgia","H",10,9,NA,2
2018,3,17,"Alabama","Georgia","H",5,6,NA,2
2018,3,18,"Alabama","Georgia","H",5,6,NA,2
2018,3,20,"Alabama","UAB","V",4,6,NA,2
2018,3,23,"Alabama","Tennessee","V",NA,NA,NA,2
2018,3,24,"Alabama","Tennessee","V",NA,NA,NA,2
2018,3,25,"Alabama","Tennessee","V",NA,NA,NA,2
2018,3,27,"Alabama","Auburn","H",NA,NA,NA,2
2018,3,30,"Alabama","Kentucky","H",NA,NA,NA,2
2018,3,31,"Alabama","Kentucky","H",NA,NA,NA,2
2018,4,1,"Alabama","Kentucky","H",NA,NA,NA,2
2018,4,3,"Alabama","Jacksonville St.","V",NA,NA,NA,2
2018,4,6,"Alabama","Missouri","V",NA,NA,NA,2
2018,4,7,"Alabama","Missouri","V",NA,NA,NA,2
2018,4,8,"Alabama","Missouri","V",NA,NA,NA,2
2018,4,10,"Alabama","UAB","H",NA,NA,NA,2
2018,4,12,"Alabama","Texas A&M","V",NA,NA,NA,2
2018,4,13,"Alabama","Texas A&M","V",NA,NA,NA,2
2018,4,14,"Alabama","Texas A&M","V",NA,NA,NA,2
2018,4,17,"Alabama","Samford","H",NA,NA,NA,2
2018,4,18,"Alabama","Alcorn","H",NA,NA,NA,2
2018,4,20,"Alabama","Auburn","H",NA,NA,NA,2
2018,4,21,"Alabama","Auburn","H",NA,NA,NA,2
2018,4,22,"Alabama","Auburn","H",NA,NA,NA,2
2018,4,24,"Alabama","Troy","H",NA,NA,NA,2
2018,4,27,"Alabama","Arkansas","V",NA,NA,NA,2
2018,4,28,"Alabama","Arkansas","V",NA,NA,NA,2
2018,4,29,"Alabama","Arkansas","V",NA,NA,NA,2
2018,5,4,"Alabama","Mississippi St.","H",NA,NA,NA,2
2018,5,5,"Alabama","Mississippi St.","H",NA,NA,NA,2
2018,5,6,"Alabama","Mississippi St.","H",NA,NA,NA,2
2018,5,8,"Alabama","Jacksonville St.","H",NA,NA,NA,2
2018,5,11,"Alabama","LSU","V",NA,NA,NA,2
2018,5,12,"Alabama","LSU","V",NA,NA,NA,2
2018,5,13,"Alabama","LSU","V",NA,NA,NA,2
2018,5,17,"Alabama","Ole Miss","H",NA,NA,NA,2
2018,5,18,"Alabama","Ole Miss","H",NA,NA,NA,2
2018,5,19,"Alabama","Ole Miss","H",NA,NA,NA,2
2018,2,16,"Alabama A&M","Fort Wayne","H",8,7,NA,2
2018,2,18,"Alabama A&M","Fort Wayne","H",4,7,NA,2
2018,2,18,"Alabama A&M","Fort Wayne","H",5,2,NA,2
2018,2,20,"Alabama A&M","Murray St.","H",4,1,NA,2
2018,2,23,"Alabama A&M","Morehead St.","H",0,5,NA,2
2018,2,24,"Alabama A&M","Morehead St.","H",0,5,NA,2
2018,2,25,"Alabama A&M","Morehead St.","H",1,7,NA,2
2018,2,27,"Alabama A&M","Missouri","V",3,7,NA,2
2018,2,28,"Alabama A&M","Missouri","V",0,14,NA,2
2018,3,2,"Alabama A&M","Jackson St.","H",0,8,NA,2
2018,3,3,"Alabama A&M","Jackson St.","H",4,8,NA,2
2018,3,4,"Alabama A&M","Jackson St.","H",0,11,NA,2
2018,3,9,"Alabama A&M","Alabama St.","H",4,5,NA,2
2018,3,10,"Alabama A&M","Alabama St.","H",7,6,NA,2
2018,3,11,"Alabama A&M","Alabama St.","H",3,0,NA,2
2018,3,13,"Alabama A&M","Alabama","V",0,15,NA,2
2018,3,14,"Alabama A&M","Alabama","V",0,14,NA,2
2018,3,16,"Alabama A&M","Samford","V",2,6,NA,2
2018,3,17,"Alabama A&M","Samford","V",2,3,NA,2
2018,3,18,"Alabama A&M","Samford","V",2,9,NA,2
2018,3,23,"Alabama A&M","Mississippi Val.","V",NA,NA,NA,2
2018,3,24,"Alabama A&M","Mississippi Val.","V",NA,NA,NA,2
2018,3,25,"Alabama A&M","Mississippi Val.","V",NA,NA,NA,2
2018,3,29,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2018,3,30,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2018,3,31,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2018,4,3,"Alabama A&M","Auburn","V",NA,NA,NA,2
2018,4,4,"Alabama A&M","UAB","V",NA,NA,NA,2
2018,4,6,"Alabama A&M","Jackson St.","V",NA,NA,NA,2
2018,4,7,"Alabama A&M","Jackson St.","V",NA,NA,NA,2
2018,4,8,"Alabama A&M","Jackson St.","V",NA,NA,NA,2
2018,4,13,"Alabama A&M","Alabama St.","V",NA,NA,NA,2
2018,4,14,"Alabama A&M","Alabama St.","V",NA,NA,NA,2
2018,4,15,"Alabama A&M","Alabama St.","V",NA,NA,NA,2
2018,4,17,"Alabama A&M","Troy","V",NA,NA,NA,2
2018,4,18,"Alabama A&M","Tennessee Tech","H",NA,NA,NA,2
2018,4,20,"Alabama A&M","N.C. A&T","V",NA,NA,NA,2
2018,4,21,"Alabama A&M","N.C. A&T","V",NA,NA,NA,2
2018,4,22,"Alabama A&M","N.C. A&T","V",NA,NA,NA,2
2018,4,27,"Alabama A&M","Mississippi Val.","H",NA,NA,NA,2
2018,4,28,"Alabama A&M","Mississippi Val.","H",NA,NA,NA,2
2018,4,29,"Alabama A&M","Mississippi Val.","H",NA,NA,NA,2
2018,5,1,"Alabama A&M","Murray St.","V",NA,NA,NA,2
2018,5,4,"Alabama A&M","Alcorn","V",NA,NA,NA,2
2018,5,5,"Alabama A&M","Alcorn","V",NA,NA,NA,2
2018,5,6,"Alabama A&M","Alcorn","V",NA,NA,NA,2
2018,2,16,"Alabama St.","Prairie View","N",8,7,NA,2
2018,2,17,"Alabama St.","New Orleans","N",6,3,NA,2
2018,2,18,"Alabama St.","Ark.-Pine Bluff","N",5,8,NA,2
2018,2,20,"Alabama St.","UAB","H",7,6,NA,2
2018,2,21,"Alabama St.","UAB","V",1,2,NA,2
2018,2,23,"Alabama St.","Southern U.","H",14,0,NA,2
2018,2,24,"Alabama St.","Southern U.","H",12,6,NA,2
2018,2,24,"Alabama St.","Southern U.","H",3,7,NA,2
2018,2,28,"Alabama St.","Alabama","V",1,11,NA,2
2018,3,2,"Alabama St.","Alcorn","H",5,0,NA,2
2018,3,3,"Alabama St.","Alcorn","H",6,1,NA,2
2018,3,4,"Alabama St.","Alcorn","H",12,0,NA,2
2018,3,9,"Alabama St.","Alabama A&M","V",5,4,NA,2
2018,3,10,"Alabama St.","Alabama A&M","V",6,7,NA,2
2018,3,11,"Alabama St.","Alabama A&M","V",0,3,NA,2
2018,3,13,"Alabama St.","Florida A&M","H",10,13,NA,2
2018,3,14,"Alabama St.","Samford","H",14,4,NA,2
2018,3,16,"Alabama St.","Jackson St.","H",0,2,NA,2
2018,3,17,"Alabama St.","Jackson St.","H",4,3,NA,2
2018,3,18,"Alabama St.","Jackson St.","H",9,8,NA,2
2018,3,20,"Alabama St.","Morehead St.","H",5,7,NA,2
2018,3,21,"Alabama St.","Morehead St.","H",NA,NA,NA,2
2018,3,27,"Alabama St.","Troy","V",NA,NA,NA,2
2018,3,29,"Alabama St.","Mississippi Val.","H",NA,NA,NA,2
2018,3,30,"Alabama St.","Mississippi Val.","H",NA,NA,NA,2
2018,3,31,"Alabama St.","Mississippi Val.","H",NA,NA,NA,2
2018,4,3,"Alabama St.","Samford","V",NA,NA,NA,2
2018,4,6,"Alabama St.","Alcorn","V",NA,NA,NA,2
2018,4,7,"Alabama St.","Alcorn","V",NA,NA,NA,2
2018,4,8,"Alabama St.","Alcorn","V",NA,NA,NA,2
2018,4,10,"Alabama St.","South Ala.","H",NA,NA,NA,2
2018,4,11,"Alabama St.","Mississippi St.","H",NA,NA,NA,2
2018,4,13,"Alabama St.","Alabama A&M","H",NA,NA,NA,2
2018,4,14,"Alabama St.","Alabama A&M","H",NA,NA,NA,2
2018,4,15,"Alabama St.","Alabama A&M","H",NA,NA,NA,2
2018,4,17,"Alabama St.","Jacksonville St.","V",NA,NA,NA,2
2018,4,18,"Alabama St.","Troy","H",NA,NA,NA,2
2018,4,20,"Alabama St.","Jackson St.","V",NA,NA,NA,2
2018,4,21,"Alabama St.","Jackson St.","V",NA,NA,NA,2
2018,4,22,"Alabama St.","Jackson St.","V",NA,NA,NA,2
2018,4,27,"Alabama St.","Florida A&M","V",NA,NA,NA,2
2018,4,28,"Alabama St.","Florida A&M","V",NA,NA,NA,2
2018,4,29,"Alabama St.","Florida A&M","V",NA,NA,NA,2
2018,5,4,"Alabama St.","Mississippi Val.","V",NA,NA,NA,2
2018,5,5,"Alabama St.","Mississippi Val.","V",NA,NA,NA,2
2018,5,6,"Alabama St.","Mississippi Val.","V",NA,NA,NA,2
2018,2,23,"Albany (NY)","James Madison","V",8,5,NA,2
2018,2,24,"Albany (NY)","James Madison","V",3,4,NA,2
2018,2,25,"Albany (NY)","James Madison","V",2,6,NA,2
2018,3,2,"Albany (NY)","Towson","V",15,3,NA,2
2018,3,3,"Albany (NY)","Towson","V",2,0,NA,2
2018,3,4,"Albany (NY)","Towson","V",7,8,NA,2
2018,3,10,"Albany (NY)","Seattle U","V",7,6,NA,2
2018,3,10,"Albany (NY)","Seattle U","V",4,12,NA,2
2018,3,11,"Albany (NY)","Seattle U","V",6,4,NA,2
2018,3,17,"Albany (NY)","Hofstra","V",8,9,NA,2
2018,3,17,"Albany (NY)","Hofstra","V",4,1,NA,2
2018,3,18,"Albany (NY)","Hofstra","V",6,4,NA,2
2018,3,19,"Albany (NY)","Saint Peter's","V",10,6,NA,2
2018,3,24,"Albany (NY)","UMass Lowell","V",NA,NA,NA,2
2018,3,24,"Albany (NY)","UMass Lowell","V",NA,NA,NA,2
2018,3,25,"Albany (NY)","UMass Lowell","V",NA,NA,NA,2
2018,3,27,"Albany (NY)","Massachusetts","H",NA,NA,NA,2
2018,3,28,"Albany (NY)","Iona","V",NA,NA,NA,2
2018,3,31,"Albany (NY)","Maine","V",NA,NA,NA,2
2018,3,31,"Albany (NY)","Maine","V",NA,NA,NA,2
2018,4,1,"Albany (NY)","Maine","V",NA,NA,NA,2
2018,4,3,"Albany (NY)","Marist","V",NA,NA,NA,2
2018,4,4,"Albany (NY)","LIU Brooklyn","V",NA,NA,NA,2
2018,4,7,"Albany (NY)","Hartford","H",NA,NA,NA,2
2018,4,7,"Albany (NY)","Hartford","H",NA,NA,NA,2
2018,4,8,"Albany (NY)","Hartford","H",NA,NA,NA,2
2018,4,10,"Albany (NY)","St. John's (NY)","V",NA,NA,NA,2
2018,4,11,"Albany (NY)","Manhattan","H",NA,NA,NA,2
2018,4,14,"Albany (NY)","Stony Brook","H",NA,NA,NA,2
2018,4,14,"Albany (NY)","Stony Brook","H",NA,NA,NA,2
2018,4,15,"Albany (NY)","Stony Brook","H",NA,NA,NA,2
2018,4,17,"Albany (NY)","Fairleigh Dickinson","V",NA,NA,NA,2
2018,4,21,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2018,4,21,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2018,4,22,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2018,4,24,"Albany (NY)","Central Conn. St.","H",NA,NA,NA,2
2018,4,25,"Albany (NY)","Iona","H",NA,NA,NA,2
2018,5,2,"Albany (NY)","Manhattan","V",NA,NA,NA,2
2018,5,5,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2018,5,5,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2018,5,6,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2018,5,8,"Albany (NY)","Army West Point","H",NA,NA,NA,2
2018,5,12,"Albany (NY)","Maine","H",NA,NA,NA,2
2018,5,12,"Albany (NY)","Maine","H",NA,NA,NA,2
2018,5,13,"Albany (NY)","Maine","H",NA,NA,NA,2
2018,5,15,"Albany (NY)","Sacred Heart","V",NA,NA,NA,2
2018,5,18,"Albany (NY)","UMBC","V",NA,NA,NA,2
2018,5,18,"Albany (NY)","UMBC","V",NA,NA,NA,2
2018,5,19,"Albany (NY)","UMBC","V",NA,NA,NA,2
2018,2,16,"Alcorn","Ark.-Pine Bluff","N",5,4,NA,2
2018,2,17,"Alcorn","Prairie View","N",8,4,NA,2
2018,2,18,"Alcorn","Grambling","N",5,6,NA,2
2018,2,20,"Alcorn","Southeastern La.","V",1,7,NA,2
2018,2,23,"Alcorn","Florida A&M","V",8,5,NA,2
2018,2,24,"Alcorn","Florida A&M","V",4,21,NA,2
2018,2,24,"Alcorn","Florida A&M","V",3,11,NA,2
2018,2,25,"Alcorn","Florida A&M","V",7,2,NA,2
2018,2,27,"Alcorn","Southern U.","N",1,6,NA,2
2018,3,2,"Alcorn","Alabama St.","V",0,5,NA,2
2018,3,3,"Alcorn","Alabama St.","V",1,6,NA,2
2018,3,4,"Alcorn","Alabama St.","V",0,12,NA,2
2018,3,13,"Alcorn","Grambling","V",5,12,NA,2
2018,3,14,"Alcorn","Grambling","V",7,8,NA,2
2018,3,17,"Alcorn","Mississippi Val.","V",10,2,NA,2
2018,3,17,"Alcorn","Mississippi Val.","V",5,6,NA,2
2018,3,18,"Alcorn","Mississippi Val.","V",5,9,NA,2
2018,3,20,"Alcorn","Mississippi St.","V",1,17,NA,2
2018,3,23,"Alcorn","Jackson St.","H",NA,NA,NA,2
2018,3,24,"Alcorn","Jackson St.","H",NA,NA,NA,2
2018,3,25,"Alcorn","Jackson St.","H",NA,NA,NA,2
2018,3,29,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2018,3,30,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2018,3,31,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2018,4,3,"Alcorn","Southeastern La.","V",NA,NA,NA,2
2018,4,6,"Alcorn","Alabama St.","H",NA,NA,NA,2
2018,4,7,"Alcorn","Alabama St.","H",NA,NA,NA,2
2018,4,8,"Alcorn","Alabama St.","H",NA,NA,NA,2
2018,4,10,"Alcorn","Nicholls St.","V",NA,NA,NA,2
2018,4,11,"Alcorn","Nicholls St.","V",NA,NA,NA,2
2018,4,13,"Alcorn","Seattle U","V",NA,NA,NA,2
2018,4,14,"Alcorn","Seattle U","V",NA,NA,NA,2
2018,4,15,"Alcorn","Seattle U","V",NA,NA,NA,2
2018,4,18,"Alcorn","Alabama","V",NA,NA,NA,2
2018,4,20,"Alcorn","Mississippi Val.","H",NA,NA,NA,2
2018,4,21,"Alcorn","Mississippi Val.","H",NA,NA,NA,2
2018,4,22,"Alcorn","Mississippi Val.","H",NA,NA,NA,2
2018,4,24,"Alcorn","Grambling","H",NA,NA,NA,2
2018,4,27,"Alcorn","Jackson St.","V",NA,NA,NA,2
2018,4,28,"Alcorn","Jackson St.","V",NA,NA,NA,2
2018,4,29,"Alcorn","Jackson St.","V",NA,NA,NA,2
2018,5,4,"Alcorn","Alabama A&M","H",NA,NA,NA,2
2018,5,5,"Alcorn","Alabama A&M","H",NA,NA,NA,2
2018,5,6,"Alcorn","Alabama A&M","H",NA,NA,NA,2
2018,5,10,"Alcorn","Mercer","V",NA,NA,NA,2
2018,5,11,"Alcorn","Mercer","V",NA,NA,NA,2
2018,5,12,"Alcorn","Mercer","V",NA,NA,NA,2
2018,2,16,"Appalachian St.","UNCG","V",3,10,NA,2
2018,2,17,"Appalachian St.","UNCG","V",6,11,NA,2
2018,2,18,"Appalachian St.","UNCG","V",6,4,NA,2
2018,2,23,"Appalachian St.","UNCW","V",0,2,NA,2
2018,2,24,"Appalachian St.","UNCW","V",6,2,NA,2
2018,2,25,"Appalachian St.","UNCW","V",1,2,NA,2
2018,2,27,"Appalachian St.","Western Caro.","V",13,3,NA,2
